Sentence,Sequence
"['my', 'only', 'disappointment', 'with', 'the', '13', ' <QUOTATION_MARK> ', 'model', 'is', 'that', 'they', ""'re"", 'the', 'only', 'ones', 'in', 'the', 'macbook', 'pro', 'line', 'up', 'without', 'an', 'i5', 'or', 'i7', 'processor', 'and', 'dual', 'graphics', 'cards', ' <COMMA> ', 'however', 'the', 'trade', ' <HYPHEN> ', 'off', 'is', 'that', 'you', 'achieve', 'a', 'longer', 'battery', 'life', ' <LEFT PARENTHESIS> ', 'of', 'about', '2', 'more', 'hours', ' <RIGHT PARENTHESIS> ', ' <PERIOD> ']","[5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 1, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'took', 'it', 'back', 'for', 'an', 'asus', 'and', 'same', 'thing-', 'blue', 'screen', 'which', 'required', 'me', 'to', 'remove', 'the', 'battery', 'to', 'reset', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5]"
"['in', 'the', 'shop', ' <COMMA> ', 'these', 'macbooks', 'are', 'encased', 'in', 'a', 'soft', 'rubber', 'enclosure', ' <HYPHEN> ', 'so', 'you', 'will', 'never', 'know', 'about', 'the', 'razor', 'edge', 'until', 'you', 'buy', 'it', ' <COMMA> ', 'get', 'it', 'home', ' <COMMA> ', 'break', 'the', 'seal', 'and', 'use', 'it', ' <LEFT PARENTHESIS> ', 'very', 'clever', 'con', ' <RIGHT PARENTHESIS> ', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['however', ' <COMMA> ', 'the', 'multi', ' <HYPHEN> ', 'touch', 'gestures', 'and', 'large', 'tracking', 'area', 'make', 'having', 'an', 'external', 'mouse', 'unnecessary', ' <LEFT PARENTHESIS> ', 'unless', 'you', ""'re"", 'gaming', ' <RIGHT PARENTHESIS> ', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5]"
"['plus', 'it', 'is', 'small', 'and', 'reasonably', 'light', 'so', 'i', 'can', 'take', 'it', 'with', 'me', 'to', 'and', 'from', 'work', ' <PERIOD> ']","[5, 5, 5, 3, 5, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'hate', 'this', 'one', ' <PERIOD> ']","[5, 3, 5, 5, 5]"
"['they', 'were', 'totally', 'unconcerned', 'that', 'the', 'computer', 'was', 'not', 'correctly', 'repaired', 'in', 'the', 'first', 'place', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['toshiba', 'does', 'not', 'send', 'any', 'one', 'out', 'unless', 'you', 'have', 'paid', 'extra', 'to', 'have', 'the', 'on', 'site', 'repair', 'done', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['oh', ' <COMMA> ', 'boy', ' <EXCLAMATION_MARK> ']","[5, 5, 5, 5]"
"['but', 'while', 'this', 'is', 'one', 'big', 'advantage', ' <LEFT PARENTHESIS> ', 'as', 'you', 'may', 'know', 'from', 'the', 'company', 's', 'recent', 'commercials', ' <RIGHT PARENTHESIS> ', 'there', 'are', 'other', 'things', 'to', 'consider', 'before', 'going', 'with', 'apple', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'love', 'the', 'way', 'the', 'entire', 'suite', 'of', 'software', 'works', 'together', ' <PERIOD> ']","[5, 3, 5, 5, 5, 5, 1, 2, 2, 5, 5, 5]"
"['the', 'speed', 'is', 'incredible', 'and', 'i', 'am', 'more', 'than', 'satisfied', ' <PERIOD> ']","[5, 1, 5, 3, 5, 5, 5, 5, 5, 3, 5]"
"['on', 'the', 'bright', 'side', 'at', 'least', 'i', 'was', ""n't"", 'without', 'my', 'laptop', 'for', 'long', 'this', 'time', ' <EXCLAMATION_MARK> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['this', 'laptop', 'meets', 'every', 'expectation', 'and', 'windows', '7', 'is', 'great', ' <EXCLAMATION_MARK> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5]"
"['that', ""'s"", 'how', 'frustrating', 'it', 'was', ' <PERIOD> ']","[5, 5, 5, 3, 5, 5, 5]"
"['i', 'can', 'barely', 'use', 'any', 'usb', 'devices', 'because', 'they', 'will', 'not', 'stay', 'connected', 'properly', ' <PERIOD> ']","[5, 5, 5, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 3, 5]"
"['the', 'one', 'down', 'side', 'to', 'it', 'is', 'that', 'when', 'i', 'play', 'a', 'certin', 'game', 'on', 'here', ' <COMMA> ', 'it', 'tends', 'to', 'freeze', 'up', 'sometimes', ' <COMMA> ', 'but', 'that', 's', 'the', 'only', 'bad', 'thing', 'about', 'this', 'computer', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5]"
"['-no', 'backlit', 'keyboard', ' <COMMA> ', 'but', 'not', 'an', 'issue', 'for', 'me', ' <PERIOD> ']","[5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5]"
"['when', 'i', 'finally', 'had', 'everything', 'running', 'with', 'all', 'my', 'software', 'installed', 'i', 'plugged', 'in', 'my', 'droid', 'to', 'recharge', 'and', 'the', 'system', 'crashed', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 3, 5]"
"['i', 'ca', ""n't"", 'even', 'turn', 'it', 'off', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5]"
"['one', 'suggestion', 'i', 'do', 'have', ' <COMMA> ', 'is', 'to', 'not', 'bother', 'getting', 'microsoft', 'office', 'for', 'the', 'mac', 'expecting', 'it', 'will', 'work', 'just', 'like', 'you', 'knew', 'it', 'to', 'on', 'a', 'pc', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['pairing', 'it', 'with', 'an', 'iphone', 'is', 'a', 'pure', 'pleasure', ' <HYPHEN> ', 'talk', 'about', 'painless', 'syncing', ' <HYPHEN> ', 'used', 'to', 'take', 'me', 'forever', ' <HYPHEN> ', 'now', 'it', ""'s"", 'a', 'snap', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 3, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'shopped', 'around', 'before', 'buying', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5]"
"['i', 'also', 'got', 'the', 'added', 'bonus', 'of', 'a', '30', ' <QUOTATION_MARK> ', 'hd', 'monitor', ' <COMMA> ', 'which', 'really', 'helps', 'to', 'extend', 'my', 'screen', 'and', 'keep', 'my', 'eyes', 'fresh', ' <EXCLAMATION_MARK> ']","[5, 5, 5, 5, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['would', 'do', 'business', 'again', ' <PERIOD> ']","[5, 5, 5, 5, 5]"
"['the', 'machine', 'is', 'slow', 'to', 'boot', 'up', 'and', 'occasionally', 'crashes', 'completely', ' <PERIOD> ']","[5, 5, 5, 3, 5, 1, 2, 5, 5, 3, 5, 5]"
"['after', 'paying', 'several', 'hundred', 'dollars', 'for', 'this', 'service', ' <COMMA> ', 'it', 'is', 'frustrating', 'that', 'you', 'can', 'not', 'get', 'help', 'after', 'hours', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'have', 'had', 'the', 'luxury', ' <LEFT PARENTHESIS> ', 'sarcasm', ' <RIGHT PARENTHESIS> ', 'of', 'owning', '2', 'of', 'these', 'laptops', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['what', 'a', 'waste', ' <PERIOD> ']","[5, 5, 3, 5]"
"['it', 'was', 'a', 'total', 'dhell', 'experience', 'that', 'i', 'will', 'never', 'repeat', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['there', 'are', 'a', 'few', 'flaws', 'as', 'well', 'that', 'i', 'noticed', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['completely', 'worth', 'every', 'single', 'penny', 'dime', 'and', 'nickel', ' <PERIOD> ']","[5, 3, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'tried', 'to', 'upgrade', 'it', 'to', 'a', 'newer', 'version', 'a', 'couple', 'of', 'months', 'ago', 'and', 'i', 'still', 'have', 'the', 'same', 'problem', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'did', 'have', 'to', 'replace', 'the', 'battery', 'once', ' <COMMA> ', 'but', 'that', 'was', 'only', 'a', 'couple', 'months', 'ago', 'and', 'it', ""'s"", 'been', 'working', 'perfect', 'ever', 'since', ' <PERIOD> ']","[5, 5, 5, 5, 3, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5]"
"[':)', 'in', 'the', 'past', 'four', 'years', 'i', ""'ve"", 'had', 'it', 'i', 'have', 'never', 'once', 'gotten', 'a', 'virus', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'love', 'the', 'operating', 'system', 'and', 'the', 'preloaded', 'software', ' <PERIOD> ']","[5, 3, 5, 1, 2, 5, 5, 1, 2, 5]"
"['they', 'were', 'great', 'in', 'handling', 'this', 'problem', ' <COMMA> ', 'and', 'i', ""'m"", 'looking', 'forward', 'in', 'purchasing', 'additonal', 'products', 'from', 'them', 'in', 'the', 'future', ' <PERIOD> ']","[5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', ""'ve"", 'tried', 'going', 'back', 'to', 'xl', 'but', 'there', 'still', 'problems', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'best', 'thing', 'about', 'this', 'laptop', 'is', 'the', 'price', 'along', 'with', 'some', 'of', 'the', 'newer', 'features', ' <PERIOD> ']","[5, 3, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 3, 1, 5]"
"['after', 'numerous', 'attempts', 'of', 'trying', ' <LEFT PARENTHESIS> ', 'including', 'setting', 'the', 'clock', 'in', 'bios', 'setup', 'directly', ' <RIGHT PARENTHESIS> ', ' <COMMA> ', 'i', 'gave', 'up(i', 'am', 'a', 'techie', ' <RIGHT PARENTHESIS> ', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 2, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['you', 'will', 'not', 'be', 'able', 'to', 'talk', 'to', 'an', 'american', 'warranty', 'service', 'is', 'out', 'of', 'country', ' <PERIOD> ']","[5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['but', 'it', 'may', 'be', 'potentially', 'hundreds', 'or', 'thousands', 'in', 'the', 'near', 'future', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['has', 'met', 'or', 'exceeded', 'my', 'needs', 'for', 'a', 'compact', 'travel', 'device', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['but', 'now', 'i', 'have', 'realized', 'its', 'a', 'problem', 'with', 'this', 'brand', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 1, 5]"
"['it', 'can', 'not', 'save', 'the', 'correct', 'date', 'and', 'time', 'i', 'set', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'sent', 'it', 'back', 'to', 'toshiba', 'twice', 'they', 'covered', 'it', 'under', 'the', ' ', 'warranty', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5]"
"['and', 'this', 'is', ""n't"", 'just', 'my', 'one', 'experine', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['they', 'sent', 'me', 'a', 'replacement', 'part', 'and', 'without', 'informing', 'me', 'are', 'requiring', 'that', 'i', 'return', 'it', 'within', '15', 'days', 'or', 'contact', 'them', 'and', 'let', 'them', 'know', 'the', 'broken', 'part', 'will', 'be', 'returned', 'later', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'was', 'looking', 'for', 'a', 'mac', 'which', 'is', 'portable', 'and', 'has', 'all', 'the', 'features', 'that', 'i', 'was', 'looking', 'for', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5]"
"['i', 'would', 'highly', 'recommend', 'this', 'one', 'to', 'my', 'friends']","[5, 5, 5, 3, 5, 5, 5, 5, 5]"
"['i', 'honestly', 'love', 'my', 'mac', ' <COMMA> ', 'that', 's', 'why', 'i', 'am', 'a', 'self', 'proclaimed', 'mac', 'addict', ' <PERIOD> ']","[5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['and', 'these', 'are', 'some', 'reasons', 'you', 'should', 'get', 'a', 'macbook', 'pro', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['also', 'kinda', 'loud', 'when', 'the', 'fan', 'was', 'running', ' <PERIOD> ']","[5, 5, 3, 5, 5, 1, 5, 5, 5]"
"['in', 'desparation', ' <COMMA> ', 'i', 'called', 'their', 'customer', 'service', 'number', 'and', 'was', 'told', 'that', 'my', 'warranty', 'had', 'expired', ' <LEFT PARENTHESIS> ', '2', 'days', 'old', ' <RIGHT PARENTHESIS> ', 'and', 'that', 'the', 'priviledge', 'of', 'talking', 'to', 'a', 'technician', 'would', 'cost', 'me', ' <LEFT PARENTHESIS> ', ' <QUOTATION_MARK> ', 'have', 'your', 'credit', 'card', 'ready', ' <QUOTATION_MARK> ', ' <RIGHT PARENTHESIS> ', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'purchased', 'this', 'laptop', 'while', 'on', 'a', 'business', 'trip', 'to', 'keep', 'up', 'with', 'my', 'email', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['there', 'also', 'seemed', 'to', 'be', 'a', 'problem', 'with', 'the', 'hard', 'disc', 'as', 'certain', 'times', 'windows', 'loads', 'but', 'claims', 'to', 'not', 'be', 'able', 'to', 'find', 'any', 'drivers', 'or', 'files', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 3, 5, 5, 1, 2, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 1, 5, 5, 5]"
"['drivers', 'updated', 'ok', 'but', 'the', 'bios', 'update', 'froze', 'the', 'system', 'up', 'and', 'the', 'computer', 'shut', 'down', ' <PERIOD> ']","[5, 5, 3, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['-they', 'lost', 'my', 'laptop', 'for', 'a', 'month']","[5, 5, 5, 5, 5, 5, 5]"
"['spent', '2', 'hours', 'on', 'phone', 'with', 'hp', 'technical', 'support', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['this', 'is', 'my', 'second', 'laptop', ' <COMMA> ', 'and', 'it', 'is', 'head', 'and', 'shoulders', 'above', 'my', 'first', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['at', 'first', ' <EXCLAMATION_MARK> ']","[5, 5, 5]"
"['speaking', 'of', 'the', 'browser', ' <COMMA> ', 'it', 'too', 'has', 'problems', ' <PERIOD> ']","[5, 5, 5, 1, 5, 5, 5, 5, 3, 5]"
"['i', 'think', 'just', 'going', 'from', 'pc', 'to', 'mac', 'has', 'gotten', 'me', 'totally', 'spoiled', 'and', 'i', 'ca', ""n't"", 'imagine', 'ever', 'going', 'back', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'keyboard', 'is', 'too', 'slick', ' <PERIOD> ']","[5, 1, 5, 5, 3, 5]"
"['nightly', 'my', 'computer', 'defrags', 'itself', 'and', 'runs', 'a', 'virus', 'scan', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 5]"
"['it', ""'s"", 'like', '9', 'punds', ' <COMMA> ', 'but', 'if', 'you', 'can', 'look', 'past', 'it', ' <COMMA> ', 'it', ""'s"", 'great', ' <EXCLAMATION_MARK> ']","[5, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5]"
"['it', ""'s"", 'just', 'as', 'fast', 'with', 'one', 'program', 'open', 'as', 'it', 'is', 'with', 'sixteen', 'open', ' <PERIOD> ']","[5, 5, 5, 5, 3, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5]"
"['still', 'under', 'warrenty', 'so', 'called', 'toshiba', ' <COMMA> ', 'no', 'help', 'at', 'all', ' <PERIOD> ']","[5, 5, 1, 5, 5, 5, 5, 3, 5, 5, 5, 5]"
"['i', 'was', 'happy', 'with', 'my', 'purchase', 'of', 'a', 'toshiba', 'satellite', 'l305d', ' <HYPHEN> ', 's5934', 'laptop', 'until', 'it', 'came', 'time', 'to', 'have', 'it', 'repaired', 'under', 'the', 'toshiba', 'warranty', ' <PERIOD> ']","[5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'love', 'it', ' <EXCLAMATION_MARK> ']","[5, 3, 5, 5]"
"['amazing', 'quality', ' <EXCLAMATION_MARK> ']","[3, 5, 5]"
"['the', 'fact', 'that', 'you', 'can', 'spend', 'over', '$', '100', 'on', 'just', 'a', 'webcam', 'underscores', 'the', 'value', 'of', 'this', 'machine', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 3, 5, 1, 5, 5, 5, 5]"
"['i', 'mainly', 'use', 'it', 'for', 'email', ' <COMMA> ', 'internet', ' <COMMA> ', 'and', 'managing', 'personal', 'files', ' <LEFT PARENTHESIS> ', 'pics', ' <COMMA> ', 'vids', ' <COMMA> ', 'etc', ' <PERIOD> ', ' <RIGHT PARENTHESIS> ', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 1, 2, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['a', 'month', 'or', 'so', 'ago', ' <COMMA> ', 'the', 'freaking', 'motherboard', 'just', 'died', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 3, 1, 5, 3, 5]"
"['the', 'system', 'it', 'comes', 'with', 'does', 'not', 'work', 'properly', ' <COMMA> ', 'so', 'when', 'trying', 'to', 'fix', 'the', 'problems', 'with', 'it', 'it', 'started', 'not', 'working', 'at', 'all', ' <PERIOD> ']","[5, 1, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['then', 'after', '4', 'or', 'so', 'months', 'the', 'charger', 'stopped', 'working', 'so', 'i', 'was', 'forced', 'to', 'go', 'out', 'and', 'buy', 'new', 'hardware', 'just', 'to', 'keep', 'this', 'computer', 'running', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 1, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'took', 'it', 'back', 'to', 'best', 'buy', 'where', 'they', 'were', 'so', 'helpful', 'and', 'immediately', 'gave', 'me', 'a', 'new', 'one', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5]"
"['if', 'you', 'had', 'pc', 'for', 'four', 'years', 'i', 'can', 'almost', 'gaurentee', 'that', 'something', 'would', 'of', 'gone', 'wrong', 'by', 'now', ' <COMMA> ', 'maybe', 'even', 'forcing', 'you', 'to', 'replace', 'your', 'entire', 'computer', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5]"
