Sentence,Sequence
"['It', 'was', 'pretty', 'inexpensive', 'too']","[5, 5, 5, 3, 5]"
"['Will', 'not', 'be', 'back']","[5, 5, 5, 5]"
"['Dont', 'go', 'aloneeven', 'two', 'people', 'isnt', 'enough', 'for', 'the', 'whole', 'experience', 'with', 'pickles', 'and', 'a', 'selection', 'of', 'meats', 'and', 'seafoods']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 1, 2, 2, 2, 2]"
"['My', 'suggestion', 'is', 'to', 'eat', 'family', 'style', 'because', 'youll', 'want', 'to', 'try', 'the', 'other', 'dishes']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1]"
"['Best', 'of', 'all', 'is', 'the', 'warm', 'vibe', 'the', 'owner', 'is', 'super', 'friendly', 'and', 'service', 'is', 'fast']","[5, 5, 5, 5, 5, 5, 1, 5, 1, 5, 5, 5, 5, 1, 5, 5]"
"['This', 'isnt', 'a', 'value', 'joint']","[5, 5, 5, 5, 5]"
"['Faans', 'got', 'a', 'great', 'concept', 'but', 'a', 'little', 'rough', 'on', 'the', 'delivery']","[5, 5, 5, 3, 5, 5, 5, 5, 3, 5, 5, 1]"
"['From', 'the', 'incredible', 'food', 'to', 'the', 'warm', 'atmosphere', 'to', 'the', 'friendly', 'service', 'this', 'downtown', 'neighborhood', 'spot', 'doesnt', 'miss', 'a', 'beat']","[5, 5, 3, 1, 5, 5, 3, 1, 5, 5, 3, 1, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Great', 'food', 'at', 'REASONABLE', 'prices', 'makes', 'for', 'an', 'evening', 'that', 'cant', 'be', 'beat']","[5, 1, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Look', 'foward', 'to', 'trying', 'the', 'Ruben', 'upon', 'returning']","[5, 5, 5, 5, 5, 5, 5, 5]"
"['The', 'only', 'other', 'steakhouse', 'that', 'seems', 'to', 'hold', 'a', 'candle', 'to', 'Roths', 'is', 'the', 'Strip', 'House']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['We', 'usually', 'go', 'to', 'the', 'Chart', 'House', 'to', 'celebrate', 'a', 'birthday', 'or', 'anniversary']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['this', 'little', 'place', 'has', 'a', 'cute', 'interior', 'decor', 'and', 'affordable', 'city', 'prices']","[5, 5, 5, 5, 5, 3, 1, 2, 5, 3, 5, 1]"
"['Youll', 'adore', 'it']","[5, 3, 5]"
"['Two', 'words', 'Free', 'wine']","[5, 5, 5, 1]"
"['The', 'price', 'is', 'reasonable', 'although', 'the', 'service', 'is', 'poor']","[5, 1, 5, 3, 5, 5, 1, 5, 3]"
"['The', 'quantity', 'is', 'also', 'very', 'good', 'you', 'will', 'come', 'out', 'satisfied']","[5, 1, 5, 5, 5, 3, 5, 5, 5, 5, 3]"
"['I', 'have', 'been', 'to', 'Roths', 'twice', 'and', 'both', 'times', 'were', 'very', 'disappointing']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3]"
"['Worth', 'visiting', 'the', '1st', 'Ave', 'spot', 'because', 'it', 'is', 'the', 'original', 'store']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['I', 'stumbled', 'upon', 'this', 'second', 'floor', 'walkup', 'two', 'Fridays', 'ago', 'when', 'I', 'was', 'with', 'two', 'friends', 'in', 'town', 'from', 'LA', 'Being', 'serious', 'sushi', 'lovers', 'we', 'sat', 'at', 'the', 'sushi', 'bar', 'to', 'be', 'closer', 'to', 'the', 'action']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5]"
"['Ragas', 'is', 'a', 'romantic', 'cozy', 'restaurant']","[5, 5, 5, 3, 3, 5]"
"['The', 'fried', 'rice', 'is', 'amazing', 'here']","[5, 1, 2, 5, 3, 5]"
"['Three', 'courses', 'choices', 'include', 'excellent', 'mussels', 'puff', 'pastry', 'goat', 'cheese', 'and', 'salad', 'with', 'a', 'delicious', 'dressing', 'and', 'a', 'hanger', 'steak', 'au', 'poivre', 'that', 'is', 'out', 'of', 'this', 'world']","[5, 5, 5, 5, 3, 1, 1, 2, 2, 2, 5, 1, 2, 2, 2, 2, 5, 5, 1, 2, 2, 2, 5, 5, 5, 5, 5, 5]"
"['its', 'a', 'perfect', 'place', 'to', 'have', 'a', 'amanzing', 'indian', 'food']","[5, 5, 3, 5, 5, 5, 5, 5, 1, 2]"
"['The', 'place', 'is', 'so', 'cool', 'and', 'the', 'service', 'is', 'prompt', 'and', 'curtious']","[5, 5, 5, 5, 3, 5, 5, 1, 5, 3, 5, 3]"
"['At', 'the', 'end', 'youre', 'left', 'with', 'a', 'mild', 'broth', 'with', 'noodles', 'that', 'you', 'can', 'slurp', 'out', 'of', 'a', 'cup']","[5, 5, 5, 5, 5, 5, 5, 3, 1, 2, 2, 5, 5, 5, 5, 5, 5, 5, 5]"
"['I', 'just', 'wonder', 'how', 'you', 'can', 'have', 'such', 'a', 'delicious', 'meal', 'for', 'such', 'little', 'money']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 1, 5, 5, 3, 1]"
"['The', 'food', 'was', 'delicious', 'but', 'do', 'not', 'come', 'here', 'on', 'a', 'empty', 'stomach']","[5, 1, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['The', 'wine', 'list', 'is', 'excellent']","[5, 1, 2, 5, 3]"
"['so', 'garantuan', 'that', 'you', 'cant', 'fit', 'them', 'in', 'a', 'toaster']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Ive', 'been', 'to', 'many', 'Thai', 'restaurants', 'in', 'Manhattan', 'before', 'and', 'Toons', 'is', 'by', 'far', 'the', 'best', 'Thai', 'food', 'Ive', 'had', 'except', 'for', 'my', 'moms', 'of', 'course']","[5, 5, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['They', 'wouldnt', 'even', 'let', 'me', 'finish', 'my', 'glass', 'of', 'wine', 'before', 'offering', 'another']","[5, 5, 5, 5, 5, 5, 5, 1, 2, 2, 5, 5, 5]"
"['I', 'highly', 'recommend', 'the', 'Sophia', 'pizza']","[5, 5, 3, 5, 5, 5]"
"['Whem', 'asked', 'we', 'had', 'to', 'ask', 'more', 'detailed', 'questions', 'so', 'that', 'we', 'knew', 'what', 'the', 'specials', 'were']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5]"
"['This', 'is', 'a', 'consistently', 'great', 'place', 'to', 'dine', 'for', 'lunch', 'or', 'dinner']","[5, 5, 5, 5, 3, 5, 5, 5, 5, 1, 5, 1]"
"['Nice', 'atmosphere', 'the', 'service', 'was', 'very', 'pleasant', 'and', 'the', 'desert', 'was', 'good']","[5, 1, 5, 1, 5, 5, 5, 5, 5, 1, 5, 5]"
"['All', 'the', 'people', 'that', 'I', 'bring', 'there', 'go', 'back', 'on', 'their', 'own', 'and', 'bring', 'THEIR', 'friends']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['After', 'really', 'enjoying', 'ourselves', 'at', 'the', 'bar', 'we', 'sat', 'down', 'at', 'a', 'table', 'and', 'had', 'dinner']","[5, 5, 3, 5, 5, 5, 1, 5, 5, 5, 5, 5, 1, 5, 5, 1]"
"['Fabulous', 'service', 'fantastic', 'food', 'and', 'a', 'chilled', 'out', 'atmosphere', 'and', 'environment']","[5, 1, 5, 1, 5, 5, 5, 5, 1, 5, 1]"
"['Not', 'what', 'I', 'wanted', 'to', 'hear']","[5, 5, 5, 5, 5, 5]"
"['Try', 'the', 'lasagnette', 'appetizer']","[5, 5, 1, 2]"
"['Pricey', 'but', 'worth', 'a', 'try', 'at', 'least', 'once']","[5, 5, 5, 5, 5, 5, 5, 5]"
"['Ive', 'been', 'there', 'a', 'few', 'times', 'and', 'I', 'usually', 'end', 'up', 'sitting', 'next', 'to', 'some', 'pretty', 'odd', 'people']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['I', 'liked', 'the', 'beer', 'selection']","[5, 5, 5, 1, 2]"
"['Great', 'food', 'good', 'size', 'menu', 'great', 'service', 'and', 'an', 'unpretensious', 'setting']","[5, 1, 5, 5, 1, 3, 1, 5, 5, 5, 1]"
"['Go', 'here', 'for', 'a', 'romantic', 'dinner', 'but', 'not', 'for', 'an', 'all', 'out', 'wow', 'dining', 'experience']","[5, 5, 5, 5, 3, 1, 5, 5, 5, 5, 5, 5, 3, 1, 5]"
"['Cant', 'wait', 'to', 'go', 'back']","[5, 5, 5, 5, 5]"
"['I', 'grew', 'up', 'eating', 'Dosa', 'and', 'have', 'yet', 'to', 'find', 'a', 'place', 'in', 'NY', 'to', 'satisfy', 'my', 'taste', 'buds']","[5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Wine', 'list', 'selection', 'is', 'good', 'and', 'winebytheglass', 'was', 'generously', 'filled', 'to', 'the', 'top']","[1, 2, 2, 5, 3, 5, 5, 5, 5, 5, 5, 5, 3]"
"['With', 'the', 'great', 'variety', 'on', 'the', 'menu', 'I', 'eat', 'here', 'often', 'and', 'never', 'get', 'bored']","[5, 5, 3, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5]"
"['The', 'menu', 'is', 'very', 'limited', 'i', 'think', 'we', 'counted', '4', 'or', '5', 'entrees']","[5, 1, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 1]"
"['If', 'you', 'are', 'a', 'carnivore', 'come', 'hungry', 'and', 'you', 'will', 'leave', 'more', 'satisfied', 'than', 'you', 'have', 'ever', 'been']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['The', 'menu', 'is', 'limited', 'but', 'almost', 'all', 'of', 'the', 'dishes', 'are', 'excellent']","[5, 1, 5, 3, 5, 5, 5, 5, 5, 1, 5, 3]"
"['Not', 'too', 'crazy', 'about', 'their', 'sake', 'martini']","[5, 5, 3, 5, 5, 1, 2]"
"['Great', 'bagels', 'spreads', 'and', 'a', 'good', 'place', 'to', 'hang', 'out', 'in']","[5, 1, 1, 5, 5, 5, 5, 5, 5, 5, 5]"
"['The', 'service', 'varys', 'from', 'day', 'to', 'day', 'sometimes', 'theyre', 'very', 'nice', 'and', 'sometimes', 'not']","[5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5]"
"['whoever', 'the', 'jazz', 'duo', 'was', 'they', 'were', 'on', 'POINT']","[5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['One', 'thing', 'I', 'liked', 'about', 'this', 'place', 'is', 'that', 'I', 'never', 'felt', 'rushed', 'or', 'pressured', 'to', 'give', 'up', 'my', 'table', 'ot', 'incoming', 'guests']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5]"
"['This', 'place', 'is', 'a', 'great', 'bargain']","[5, 5, 5, 5, 3, 5]"
"['We', 'happened', 'upon', 'this', 'place', 'purely', 'by', 'accident', 'and', 'were', 'pleased', 'with', 'the', 'results']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5]"
"['Unfortunately', 'the', 'food', 'is', 'outstanding', 'but', 'everything', 'else', 'about', 'this', 'restaurant', 'is', 'the', 'pits']","[5, 5, 1, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Deff', 'recimmend', 'Bukhara', 'they', 'also', 'have', 'opened', 'two', 'new', 'locations', 'guess', 'ill', 'try', 'them', 'out']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['We', 'always', 'have', 'a', 'delicious', 'meal', 'and', 'always', 'leave', 'feeling', 'satisfied']","[5, 5, 5, 5, 3, 1, 5, 5, 5, 5, 3]"
"['Dip', 'the', 'ingredients', 'in', 'with', 'your', 'chopsticks', 'swirl', 'them', 'around', 'and', 'eat']","[5, 5, 1, 5, 5, 5, 1, 5, 5, 5, 5, 5]"
"['First', 'went', 'here', 'to', 'enjoy', 'their', 'garden', 'terrace']","[5, 5, 5, 5, 3, 5, 1, 2]"
"['My', 'husbands', 'was', 'perfect', 'my', 'was', 'well', 'done', 'and', 'dry']","[5, 5, 5, 3, 5, 5, 3, 5, 5, 5]"
"['Everyone', 'I', 'have', 'spoken', 'too', 'there', 'is', 'super', 'friendly', 'helpful', 'and', 'willing', 'to', 'the', 'extra', 'mile', 'for', 'a', 'customer']","[5, 5, 5, 5, 5, 5, 5, 5, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['The', 'pizza', 'was', 'pretty', 'good', 'and', 'huge']","[5, 1, 5, 5, 3, 5, 3]"
"['Sapphire', 'is', 'the', 'only', 'Indian', 'restaurant', 'I', 'go', 'to', 'when', 'Im', 'in', 'NYC']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['The', 'cuisine', 'from', 'what', 'Ive', 'gathered', 'is', 'authentic', 'Taiwanese', 'though', 'its', 'very', 'different', 'from', 'what', 'Ive', 'been', 'accustomed', 'to', 'in', 'Taipei']","[5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5]"
"['I', 'heartily', 'recommend']","[5, 5, 5]"
"['Heartland', 'Brewery', 'is', 'by', 'far', 'one', 'of', 'the', 'best', 'places', 'in', 'NYC', 'to', 'make', 'new', 'friends', 'and', 'catch', 'up', 'with', 'old', 'ones']","[5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['I', 'almost', 'hesititate', 'to', 'write', 'a', 'review', 'because', 'the', 'atmosphere', 'was', 'so', 'great', 'and', 'I', 'would', 'hate', 'for', 'it', 'too', 'become', 'to', 'crowded']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['They', 'are', 'often', 'crowded', 'on', 'the', 'weekends', 'but', 'they', 'are', 'efficient', 'and', 'accurate', 'with', 'their', 'service']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 3, 5, 3, 5, 5, 1]"
"['All', 'my', 'coworkers', 'were', 'amazed', 'at', 'how', 'small', 'the', 'dish', 'was']","[5, 5, 5, 5, 5, 5, 5, 3, 5, 1, 5]"
"['The', 'atmosphere', 'is', 'unheralded', 'the', 'service', 'impecible', 'and', 'the', 'food', 'magnificant']","[5, 1, 5, 3, 5, 1, 5, 5, 5, 1, 5]"
"['We', 'ordered', 'the', 'special', 'grilled', 'branzino', 'that', 'was', 'so', 'infused', 'with', 'bone', 'it', 'was', 'difficult', 'to', 'eat']","[5, 5, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5]"
"['The', 'wait', 'staff', 'is', 'friendly', 'and', 'the', 'food', 'has', 'gotten', 'better', 'and', 'better']","[5, 1, 2, 5, 3, 5, 5, 1, 5, 5, 3, 5, 5]"
"['This', 'place', 'which', 'is', 'only', 'a', 'few', 'months', 'old', 'is', 'perhaps', 'Queens', 'biggest', 'secret']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['It', 'may', 'be', 'a', 'bit', 'packed', 'on', 'weekends', 'but', 'the', 'vibe', 'is', 'good', 'and', 'it', 'is', 'the', 'best', 'French', 'food', 'you', 'will', 'find', 'in', 'the', 'area']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 3, 5, 5, 5, 5, 3, 1, 2, 5, 5, 5, 5, 5, 5]"
"['This', 'place', 'is', 'so', 'much', 'fun']","[5, 5, 5, 5, 5, 5]"
"['I', 'was', 'glad', 'I', 'did']","[5, 5, 5, 5, 5]"
"['Right', 'off', 'the', 'L', 'in', 'Brooklyn', 'this', 'is', 'a', 'nice', 'cozy', 'place', 'with', 'good', 'pizza']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 3, 5, 5, 3, 1]"
"['Ive', 'never', 'been', 'treated', 'so', 'rudely']","[5, 5, 5, 5, 5, 5]"
"['Ill', 'be', 'back', 'soon']","[5, 5, 5, 5]"
"['Le', 'Pere', 'Pinard', 'has', 'a', '15', 'pretheater', 'menu', 'that', 'is', 'outstanding']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3]"
"['Went', 'inside', 'and', 'I', 'started', 'to', 'get', 'excited']","[5, 5, 5, 5, 5, 5, 5, 3]"
"['I', 'also', 'ordered', 'for', 'delivery', 'and', 'the', 'restaurant', 'forgot', 'half', 'the', 'order']","[5, 5, 5, 5, 1, 5, 5, 5, 3, 5, 5, 1]"
"['Our', 'server', 'checked', 'on', 'us', 'maybe', 'twice', 'during', 'the', 'entire', 'meal']","[5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 1]"
"['However', 'it', 'is', 'jus', 'too', 'good', 'to', 'not', 'praise', 'it']","[5, 5, 5, 5, 5, 3, 5, 5, 5, 5]"
"['We', 'have', 'been', 'to', 'Montparnasse', 'many', 'times', 'and', 'return', 'often', 'for', 'good', 'reason']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['The', 'strong', 'scents', 'coming', 'from', 'the', 'left', 'and', 'right', 'of', 'me', 'negatively', 'affected', 'my', 'taste', 'buds']","[5, 3, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['We', 'had', 'the', 'lobster', 'sandwich', 'and', 'it', 'was', 'FANTASTIC']","[5, 5, 5, 1, 2, 5, 5, 5, 5]"
"['Its', 'somewhere', 'you', 'can', 'eat', 'and', 'be', 'happy']","[5, 5, 5, 5, 5, 5, 5, 3]"
"['If', 'you', 'wrote', 'a', 'bad', 'review', 'its', 'because', 'you', 'dont', 'understand', 'what', 'Raos', 'is', 'all', 'about']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Had', 'we', 'been', 'stalling', 'I', 'could', 'understand', 'where', 'they', 'were', 'coming', 'from', 'but', 'we', 'had', 'been', 'there', 'less', 'than', 'an', 'hour', 'and', 'they', 'hadnt', 'even', 'brought', 'us', 'a', 'check', 'yet']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5]"
"['but', 'overall', 'i', 'give', 'it', 'a', '10']","[5, 5, 5, 5, 5, 5, 5]"
"['Though', 'the', 'Spider', 'Roll', 'may', 'look', 'like', 'a', 'challenge', 'to', 'eat', 'with', 'soft', 'shell', 'crab', 'hanging', 'out', 'of', 'the', 'roll', 'it', 'is', 'well', 'worth', 'the', 'price', 'you', 'pay', 'for', 'them']","[5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 4, 5, 1, 5, 5, 5, 5]"
"['Deep', 'Fried', 'Skewers', 'are', 'good', 'and', 'still', 'rare', 'to', 'find', 'in', 'NYC']","[1, 2, 2, 5, 3, 5, 5, 3, 5, 5, 5, 5]"
"['I', 'have', 'tried', 'to', 'make', 'reservations', 'but', 'both', 'times', 'the', 'hostess', 'didnt', 'have', 'my', 'name']","[5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 1, 5, 5, 5, 5]"
"['I', 'also', 'recommend', 'the', 'rice', 'dishes', 'or', 'the', 'different', 'varieties', 'of', 'congee', 'rice', 'porridge']","[5, 5, 3, 5, 1, 2, 5, 5, 5, 5, 5, 1, 2, 2]"
"['Their', 'tuna', 'tartar', 'appetizer', 'is', 'to', 'die', 'for']","[5, 1, 2, 2, 5, 5, 3, 4]"
"['This', 'was', 'one', 'of', 'the', 'BEST', 'restaurants', 'Ive', 'ever', 'been', 'to']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['This', 'restaurant', 'used', 'to', 'be', 'pretty', 'decent']","[5, 5, 5, 5, 5, 5, 5]"
"['An', 'oasis', 'of', 'refinement', 'Food', 'though', 'somewhat', 'uneven', 'often', 'reaches', 'the', 'pinnacles', 'of', 'new', 'American', 'fine', 'cuisine', 'chefs', 'passion', 'and', 'kitchens', 'precise', 'execution', 'is', 'most', 'evident', 'in', 'the', 'fish', 'dishes', 'and', 'soups']","[5, 5, 5, 5, 1, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5]"
"['If', 'you', 'love', 'wine', 'and', 'cheese', 'and', 'delicious', 'french', 'fare', 'youll', 'love', 'Artisanal']","[5, 5, 3, 1, 5, 5, 5, 5, 1, 2, 5, 5, 5]"
