Sentence,Sequence,Tags
"['Great', 'laptop', 'that', 'offers', 'many', 'great', 'features']","[5, 5, 5, 5, 5, 3, 1]","[('Great', 'ADJ', 'JJ', 'amod'), ('laptop', 'NOUN', 'NN', 'ROOT'), ('that', 'ADJ', 'WDT', 'nsubj'), ('offers', 'VERB', 'VBZ', 'relcl'), ('many', 'ADJ', 'JJ', 'amod'), ('great', 'ADJ', 'JJ', 'amod'), ('features', 'NOUN', 'NNS', 'dobj')]"
"['they', 'have', 'done', 'absolutely', 'nothing', 'to', 'fix', 'the', 'computer', 'problem']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('they', 'PRON', 'PRP', 'nsubj'), ('have', 'VERB', 'VBP', 'aux'), ('done', 'VERB', 'VBN', 'ROOT'), ('absolutely', 'ADV', 'RB', 'advmod'), ('nothing', 'NOUN', 'NN', 'dobj'), ('to', 'PART', 'TO', 'aux'), ('fix', 'VERB', 'VB', 'relcl'), ('the', 'DET', 'DT', 'det'), ('computer', 'NOUN', 'NN', 'compound'), ('problem', 'NOUN', 'NN', 'dobj')]"
"['One', 'night', 'I', 'turned', 'the', 'freaking', 'thing', 'off', 'after', 'using', 'it', 'the', 'next', 'day', 'I', 'turn', 'it', 'on', 'no', 'GUI', 'screen', 'all', 'dark', 'power', 'light', 'steady', 'hard', 'drive', 'light', 'steady', 'and', 'not', 'flashing', 'as', 'it', 'usually', 'does']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 1, 1, 5, 3, 1, 2, 3, 1, 2, 2, 3, 5, 5, 5, 5, 5, 5, 5]","[('One', 'NUM', 'CD', 'nummod'), ('night', 'NOUN', 'NN', 'npadvmod'), ('I', 'PRON', 'PRP', 'nsubj'), ('turned', 'VERB', 'VBD', 'ROOT'), ('the', 'DET', 'DT', 'det'), ('freaking', 'VERB', 'VBG', 'compound'), ('thing', 'NOUN', 'NN', 'dobj'), ('off', 'PART', 'RP', 'prt'), ('after', 'ADP', 'IN', 'prep'), ('using', 'VERB', 'VBG', 'pcomp'), ('it', 'PRON', 'PRP', 'dobj'), ('the', 'DET', 'DT', 'det'), ('next', 'ADJ', 'JJ', 'amod'), ('day', 'NOUN', 'NN', 'npadvmod'), ('I', 'PRON', 'PRP', 'nsubj'), ('turn', 'VERB', 'VBP', 'ROOT'), ('it', 'PRON', 'PRP', 'dobj'), ('on', 'ADP', 'IN', 'prep'), ('no', 'DET', 'DT', 'det'), ('GUI', 'PROPN', 'NNP', 'compound'), ('screen', 'NOUN', 'NN', 'pobj'), ('all', 'DET', 'DT', 'det'), ('dark', 'ADJ', 'JJ', 'amod'), ('power', 'NOUN', 'NN', 'compound'), ('light', 'NOUN', 'NN', 'nsubj'), ('steady', 'ADJ', 'JJ', 'ccomp'), ('hard', 'ADJ', 'JJ', 'amod'), ('drive', 'NOUN', 'NN', 'compound'), ('light', 'NOUN', 'NN', 'advmod'), ('steady', 'ADJ', 'JJ', 'oprd'), ('and', 'CCONJ', 'CC', 'cc'), ('not', 'ADV', 'RB', 'neg'), ('flashing', 'VERB', 'VBG', 'conj'), ('as', 'ADP', 'IN', 'mark'), ('it', 'PRON', 'PRP', 'nsubj'), ('usually', 'ADV', 'RB', 'advmod'), ('does', 'VERB', 'VBZ', 'advcl')]"
"['Still', 'pretty', 'pricey', 'but', 'Ive', 'been', 'putting', 'off', 'money', 'for', 'a', 'while', 'as', 'a', 'little', 'Macbook', 'Fund', 'and', 'finally', 'got', 'to', 'use', 'it']","[5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('Still', 'ADV', 'RB', 'advmod'), ('pretty', 'ADV', 'RB', 'advmod'), ('pricey', 'ADJ', 'JJ', 'ROOT'), ('but', 'CCONJ', 'CC', 'cc'), ('I', 'PRON', 'PRP', 'nsubj'), ('ve', 'VERB', 'VB', 'aux'), ('been', 'VERB', 'VBN', 'aux'), ('putting', 'VERB', 'VBG', 'ROOT'), ('off', 'PART', 'RP', 'prt'), ('money', 'NOUN', 'NN', 'dobj'), ('for', 'ADP', 'IN', 'prep'), ('a', 'DET', 'DT', 'det'), ('while', 'NOUN', 'NN', 'pobj'), ('as', 'ADP', 'IN', 'prep'), ('a', 'DET', 'DT', 'det'), ('little', 'ADJ', 'JJ', 'amod'), ('Macbook', 'PROPN', 'NNP', 'compound'), ('Fund', 'PROPN', 'NNP', 'pobj'), ('and', 'CCONJ', 'CC', 'cc'), ('finally', 'ADV', 'RB', 'advmod'), ('got', 'VERB', 'VBD', 'conj'), ('to', 'PART', 'TO', 'aux'), ('use', 'VERB', 'VB', 'xcomp'), ('it', 'PRON', 'PRP', 'dobj')]"
"['My', 'only', 'disappointment', 'with', 'the', '13', 'model', 'is', 'that', 'theyre', 'the', 'only', 'ones', 'in', 'the', 'MacBook', 'Pro', 'line', 'up', 'without', 'an', 'i5', 'or', 'i7', 'processor', 'and', 'dual', 'graphics', 'cards', 'however', 'the', 'tradeoff', 'is', 'that', 'you', 'achieve', 'a', 'longer', 'battery', 'life', 'of', 'about', '2', 'more', 'hours']","[5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 1, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 3, 1, 2, 5, 5, 5, 5, 5]","[('My', 'ADJ', 'PRP$', 'poss'), ('only', 'ADJ', 'JJ', 'amod'), ('disappointment', 'NOUN', 'NN', 'nsubj'), ('with', 'ADP', 'IN', 'prep'), ('the', 'DET', 'DT', 'det'), ('13', 'NUM', 'CD', 'nummod'), ('model', 'NOUN', 'NN', 'pobj'), ('is', 'VERB', 'VBZ', 'ROOT'), ('that', 'ADP', 'IN', 'mark'), ('they', 'PRON', 'PRP', 'nsubj'), ('re', 'VERB', 'VBZ', 'ccomp'), ('the', 'DET', 'DT', 'det'), ('only', 'ADJ', 'JJ', 'amod'), ('ones', 'NOUN', 'NNS', 'attr'), ('in', 'ADP', 'IN', 'prep'), ('the', 'DET', 'DT', 'det'), ('MacBook', 'PROPN', 'NNP', 'compound'), ('Pro', 'PROPN', 'NNP', 'pobj'), ('line', 'VERB', 'VB', 'advcl'), ('up', 'PART', 'RP', 'prt'), ('without', 'ADP', 'IN', 'prep'), ('an', 'DET', 'DT', 'det'), ('i5', 'NOUN', 'NN', 'pobj'), ('or', 'CCONJ', 'CC', 'cc'), ('i7', 'ADJ', 'PRP$', 'nmod'), ('processor', 'NOUN', 'NN', 'conj'), ('and', 'CCONJ', 'CC', 'cc'), ('dual', 'ADJ', 'JJ', 'amod'), ('graphics', 'NOUN', 'NNS', 'compound'), ('cards', 'NOUN', 'NNS', 'conj'), ('however', 'ADV', 'RB', 'advmod'), ('the', 'DET', 'DT', 'det'), ('tradeoff', 'NOUN', 'NN', 'nsubj'), ('is', 'VERB', 'VBZ', 'advcl'), ('that', 'ADP', 'IN', 'mark'), ('you', 'PRON', 'PRP', 'nsubj'), ('achieve', 'VERB', 'VBP', 'ccomp'), ('a', 'DET', 'DT', 'det'), ('longer', 'ADJ', 'JJR', 'amod'), ('battery', 'NOUN', 'NN', 'compound'), ('life', 'NOUN', 'NN', 'dobj'), ('of', 'ADP', 'IN', 'quantmod'), ('about', 'ADV', 'RB', 'quantmod'), ('2', 'NUM', 'CD', 'npadvmod'), ('more', 'ADJ', 'JJR', 'amod'), ('hours', 'NOUN', 'NNS', 'npadvmod')]"
"['I', 'took', 'it', 'back', 'for', 'an', 'Asus', 'and', 'same', 'thing', 'blue', 'screen', 'which', 'required', 'me', 'to', 'remove', 'the', 'battery', 'to', 'reset']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5]","[('I', 'PRON', 'PRP', 'nsubj'), ('took', 'VERB', 'VBD', 'ROOT'), ('it', 'PRON', 'PRP', 'dobj'), ('back', 'ADV', 'RB', 'advmod'), ('for', 'ADP', 'IN', 'prep'), ('an', 'DET', 'DT', 'det'), ('Asus', 'PROPN', 'NNP', 'nmod'), ('and', 'CCONJ', 'CC', 'cc'), ('same', 'ADJ', 'JJ', 'amod'), ('thing', 'NOUN', 'NN', 'conj'), ('blue', 'ADJ', 'JJ', 'amod'), ('screen', 'NOUN', 'NN', 'pobj'), ('which', 'ADJ', 'WDT', 'nsubj'), ('required', 'VERB', 'VBD', 'relcl'), ('me', 'PRON', 'PRP', 'dobj'), ('to', 'PART', 'TO', 'aux'), ('remove', 'VERB', 'VB', 'xcomp'), ('the', 'DET', 'DT', 'det'), ('battery', 'NOUN', 'NN', 'dobj'), ('to', 'PART', 'TO', 'aux'), ('reset', 'VERB', 'VB', 'advcl')]"
"['In', 'the', 'shop', 'these', 'MacBooks', 'are', 'encased', 'in', 'a', 'soft', 'rubber', 'enclosure', 'so', 'you', 'will', 'never', 'know', 'about', 'the', 'razor', 'edge', 'until', 'you', 'buy', 'it', 'get', 'it', 'home', 'break', 'the', 'seal', 'and', 'use', 'it', 'very', 'clever', 'con']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('In', 'ADP', 'IN', 'prep'), ('the', 'DET', 'DT', 'det'), ('shop', 'NOUN', 'NN', 'pobj'), ('these', 'DET', 'DT', 'det'), ('MacBooks', 'PROPN', 'NNPS', 'nsubjpass'), ('are', 'VERB', 'VBP', 'auxpass'), ('encased', 'VERB', 'VBN', 'ROOT'), ('in', 'ADP', 'IN', 'prep'), ('a', 'DET', 'DT', 'det'), ('soft', 'ADJ', 'JJ', 'amod'), ('rubber', 'NOUN', 'NN', 'compound'), ('enclosure', 'NOUN', 'NN', 'pobj'), (' ', 'SPACE', '', ''), ('so', 'ADP', 'IN', 'mark'), ('you', 'PRON', 'PRP', 'nsubj'), ('will', 'VERB', 'MD', 'aux'), ('never', 'ADV', 'RB', 'neg'), ('know', 'VERB', 'VB', 'advcl'), ('about', 'ADP', 'IN', 'prep'), ('the', 'DET', 'DT', 'det'), ('razor', 'NOUN', 'NN', 'compound'), ('edge', 'NOUN', 'NN', 'pobj'), ('until', 'ADP', 'IN', 'mark'), ('you', 'PRON', 'PRP', 'nsubj'), ('buy', 'VERB', 'VBP', 'advcl'), ('it', 'PRON', 'PRP', 'dobj'), ('get', 'VERB', 'VBP', 'conj'), ('it', 'PRON', 'PRP', 'dobj'), ('home', 'ADV', 'RB', 'advmod'), ('break', 'VERB', 'VB', 'ccomp'), ('the', 'DET', 'DT', 'det'), ('seal', 'NOUN', 'NN', 'dobj'), ('and', 'CCONJ', 'CC', 'cc'), ('use', 'VERB', 'VB', 'conj'), ('it', 'PRON', 'PRP', 'dobj'), ('very', 'ADV', 'RB', 'advmod'), ('clever', 'ADJ', 'JJ', 'amod'), ('con', 'NOUN', 'NN', 'dobj')]"
"['However', 'the', 'multitouch', 'gestures', 'and', 'large', 'tracking', 'area', 'make', 'having', 'an', 'external', 'mouse', 'unnecessary', 'unless', 'youre', 'gaming']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5]","[('However', 'ADV', 'RB', 'advmod'), ('the', 'DET', 'DT', 'det'), ('multitouch', 'ADJ', 'JJ', 'amod'), ('gestures', 'NOUN', 'NNS', 'nsubj'), ('and', 'CCONJ', 'CC', 'cc'), ('large', 'ADJ', 'JJ', 'amod'), ('tracking', 'NOUN', 'NN', 'compound'), ('area', 'NOUN', 'NN', 'conj'), ('make', 'VERB', 'VBP', 'ROOT'), ('having', 'VERB', 'VBG', 'xcomp'), ('an', 'DET', 'DT', 'det'), ('external', 'ADJ', 'JJ', 'amod'), ('mouse', 'NOUN', 'NN', 'dobj'), ('unnecessary', 'ADJ', 'JJ', 'ccomp'), ('unless', 'ADP', 'IN', 'mark'), ('you', 'PRON', 'PRP', 'nsubj'), ('re', 'VERB', 'VBZ', 'aux'), ('gaming', 'VERB', 'VBG', 'advcl')]"
"['Plus', 'it', 'is', 'small', 'and', 'reasonably', 'light', 'so', 'I', 'can', 'take', 'it', 'with', 'me', 'to', 'and', 'from', 'work']","[5, 5, 5, 3, 5, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('Plus', 'CCONJ', 'CC', 'cc'), ('it', 'PRON', 'PRP', 'nsubj'), ('is', 'VERB', 'VBZ', 'ROOT'), ('small', 'ADJ', 'JJ', 'amod'), ('and', 'CCONJ', 'CC', 'cc'), ('reasonably', 'ADV', 'RB', 'conj'), ('light', 'ADJ', 'JJ', 'acomp'), ('so', 'ADP', 'IN', 'mark'), ('I', 'PRON', 'PRP', 'nsubj'), ('can', 'VERB', 'MD', 'aux'), ('take', 'VERB', 'VB', 'ROOT'), ('it', 'PRON', 'PRP', 'dobj'), ('with', 'ADP', 'IN', 'prep'), ('me', 'PRON', 'PRP', 'pobj'), ('to', 'ADP', 'IN', 'prep'), ('and', 'CCONJ', 'CC', 'cc'), ('from', 'ADP', 'IN', 'conj'), ('work', 'NOUN', 'NN', 'pobj')]"
"['I', 'HATE', 'this', 'one']","[5, 5, 5, 5]","[('I', 'PRON', 'PRP', 'nsubj'), ('HATE', 'VERB', 'VBP', 'ROOT'), ('this', 'DET', 'DT', 'det'), ('one', 'NOUN', 'NN', 'npadvmod')]"
"['They', 'were', 'totally', 'unconcerned', 'that', 'the', 'computer', 'was', 'not', 'correctly', 'repaired', 'in', 'the', 'first', 'place']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('They', 'PRON', 'PRP', 'nsubj'), ('were', 'VERB', 'VBD', 'ROOT'), ('totally', 'ADV', 'RB', 'advmod'), ('unconcerned', 'ADJ', 'JJ', 'acomp'), ('that', 'ADP', 'IN', 'mark'), ('the', 'DET', 'DT', 'det'), ('computer', 'NOUN', 'NN', 'nsubjpass'), ('was', 'VERB', 'VBD', 'auxpass'), ('not', 'ADV', 'RB', 'neg'), ('correctly', 'ADV', 'RB', 'advmod'), ('repaired', 'VERB', 'VBN', 'ccomp'), ('in', 'ADP', 'IN', 'prep'), ('the', 'DET', 'DT', 'det'), ('first', 'ADJ', 'JJ', 'amod'), ('place', 'NOUN', 'NN', 'pobj')]"
"['Toshiba', 'does', 'not', 'send', 'any', 'one', 'out', 'unless', 'you', 'have', 'paid', 'extra', 'to', 'have', 'the', 'on', 'site', 'repair', 'done']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('Toshiba', 'PROPN', 'NNP', 'nsubj'), ('does', 'VERB', 'VBZ', 'aux'), ('not', 'ADV', 'RB', 'neg'), ('send', 'VERB', 'VB', 'ROOT'), ('any', 'DET', 'DT', 'det'), ('one', 'NOUN', 'NN', 'dobj'), ('out', 'ADP', 'IN', 'prt'), ('unless', 'ADP', 'IN', 'mark'), ('you', 'PRON', 'PRP', 'nsubj'), ('have', 'VERB', 'VBP', 'aux'), ('paid', 'VERB', 'VBN', 'advcl'), ('extra', 'ADJ', 'JJ', 'dobj'), ('to', 'PART', 'TO', 'aux'), ('have', 'VERB', 'VB', 'xcomp'), ('the', 'DET', 'DT', 'det'), ('on', 'ADP', 'IN', 'dobj'), ('site', 'NOUN', 'NN', 'compound'), ('repair', 'NOUN', 'NN', 'pobj'), ('done', 'VERB', 'VBN', 'conj')]"
"['Oh', 'boy']","[5, 5]","[('Oh', 'INTJ', 'UH', 'ROOT'), ('boy', 'INTJ', 'UH', 'intj')]"
