Sentence,Sequence,Tags
"['i', ""'ve|VERB"", 'noticed|VERB', 'megadeth|NOUN', ' <COMMA> ', 'mr|NOUN', ' <PERIOD> ', 'scruff|NOUN', ' <COMMA> ', 'st', ' <PERIOD> ', 'germain|ADJ', ' <COMMA> ', 'traditional|ADJ', 'vietnamese|ADJ', 'songs|NOUN', ' <COMMA> ', 'black|ADJ', 'sabbath|NOUN', ' <COMMA> ', 'jay|NOUN', ' <HYPHEN> ', 'z|NOUN', ' <COMMA> ', 'and', 'daft|NOUN', 'punk|NOUN', 'all', 'being|VERB', 'played|VERB', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('i', 'PRON', 'PRP', 'nsubj'), (""'ve"", 'VERB', 'VB', 'aux'), ('noticed', 'VERB', 'VBN', 'ROOT'), ('megadeth', 'NOUN', 'NNS', 'dobj'), (' <COMMA> ', 'PUNCT', ',', 'punct'), ('mr', 'NOUN', 'NN', 'intj'), (' <PERIOD> ', 'PUNCT', '.', 'punct'), ('scruff', 'NOUN', 'NN', 'amod'), (' <COMMA> ', 'PUNCT', ',', 'punct'), ('st', 'INTJ', 'UH', 'nmod'), (' <PERIOD> ', 'PUNCT', '.', 'punct'), ('germain', 'ADJ', 'JJ', 'ROOT'), (' <COMMA> ', 'PUNCT', ',', 'punct'), ('traditional', 'ADJ', 'JJ', 'amod'), ('vietnamese', 'ADJ', 'JJ', 'amod'), ('songs', 'NOUN', 'NNS', 'conj'), (' <COMMA> ', 'PUNCT', ',', 'punct'), ('black', 'ADJ', 'JJ', 'amod'), ('sabbath', 'NOUN', 'NN', 'conj'), (' <COMMA> ', 'PUNCT', ',', 'punct'), ('jay', 'NOUN', 'NN', 'compound'), (' <HYPHEN> ', 'PUNCT', 'HYPH', 'punct'), ('z', 'NOUN', 'NN', 'conj'), (' <COMMA> ', 'PUNCT', ',', 'punct'), ('and', 'CCONJ', 'CC', 'cc'), ('daft', 'NOUN', 'NN', 'conj'), ('punk', 'NOUN', 'NN', 'aux'), ('all', 'DET', 'DT', 'nsubjpass'), ('being', 'VERB', 'VBG', 'auxpass'), ('played', 'VERB', 'VBN', 'ROOT'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['they', 'did|VERB', 'not', 'have|VERB', 'mayonnaise|NOUN', ' <COMMA> ', 'forgot|VERB', 'our|ADJ', 'toast|NOUN', ' <COMMA> ', 'left|VERB', 'out', 'ingredients|NOUN', ' <LEFT PARENTHESIS> ', 'ie', 'cheese|NOUN', 'in', 'an', 'omelet|NOUN', ' <RIGHT PARENTHESIS> ', ' <COMMA> ', 'below', 'hot|ADJ', 'temperatures|NOUN', 'and', 'the', 'bacon|NOUN', 'was|VERB', 'so', 'over', 'cooked|VERB', 'it', 'crumbled|VERB', 'on', 'the', 'plate|NOUN', 'when', 'you', 'touched|VERB', 'it', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 3, 5, 1, 5, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('they', 'PRON', 'PRP', 'nsubj'), ('did', 'VERB', 'VBD', 'aux'), ('not', 'ADV', 'RB', 'neg'), ('have', 'VERB', 'VB', 'ROOT'), ('mayonnaise', 'NOUN', 'NN', 'dobj'), (' <COMMA> ', 'PUNCT', ',', 'punct'), ('forgot', 'VERB', 'VBD', 'conj'), ('our', 'ADJ', 'PRP$', 'poss'), ('toast', 'NOUN', 'NN', 'dobj'), (' <COMMA> ', 'PUNCT', ',', 'punct'), ('left', 'VERB', 'VBD', 'conj'), ('out', 'PART', 'RP', 'prt'), ('ingredients', 'NOUN', 'NNS', 'dobj'), (' <LEFT PARENTHESIS> ', 'PUNCT', '-LRB-', 'punct'), ('ie', 'X', 'FW', 'nsubj'), ('cheese', 'NOUN', 'NN', 'appos'), ('in', 'ADP', 'IN', 'prep'), ('an', 'DET', 'DT', 'det'), ('omelet', 'NOUN', 'NN', 'pobj'), (' <RIGHT PARENTHESIS> ', 'PUNCT', '-RRB-', 'punct'), (' <COMMA> ', 'PUNCT', ',', 'punct'), ('below', 'ADP', 'IN', 'conj'), ('hot', 'ADJ', 'JJ', 'amod'), ('temperatures', 'NOUN', 'NNS', 'pobj'), ('and', 'CCONJ', 'CC', 'cc'), ('the', 'DET', 'DT', 'det'), ('bacon', 'NOUN', 'NN', 'conj'), ('was', 'VERB', 'VBD', 'auxpass'), ('so', 'ADV', 'RB', 'advmod'), ('over', 'ADV', 'RB', 'advmod'), ('cooked', 'VERB', 'VBN', 'dep'), ('it', 'PRON', 'PRP', 'nsubj'), ('crumbled', 'VERB', 'VBD', 'relcl'), ('on', 'ADP', 'IN', 'prep'), ('the', 'DET', 'DT', 'det'), ('plate', 'NOUN', 'NN', 'pobj'), ('when', 'ADV', 'WRB', 'advmod'), ('you', 'PRON', 'PRP', 'nsubj'), ('touched', 'VERB', 'VBD', 'advcl'), ('it', 'PRON', 'PRP', 'dobj'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['it', 'took|VERB', 'half|ADJ', 'an', 'hour|NOUN', 'to', 'get|VERB', 'our|ADJ', 'check|NOUN', ' <COMMA> ', 'which|ADJ', 'was|VERB', 'perfect|ADJ', 'since', 'we', 'could|VERB', 'sit|VERB', ' <COMMA> ', 'have|VERB', 'drinks|NOUN', 'and', 'talk|VERB', ' <EXCLAMATION_MARK> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5]","[('it', 'PRON', 'PRP', 'nsubj'), ('took', 'VERB', 'VBD', 'ROOT'), ('half', 'ADJ', 'PDT', 'predet'), ('an', 'DET', 'DT', 'det'), ('hour', 'NOUN', 'NN', 'dobj'), ('to', 'PART', 'TO', 'aux'), ('get', 'VERB', 'VB', 'xcomp'), ('our', 'ADJ', 'PRP$', 'poss'), ('check', 'NOUN', 'NN', 'dobj'), (' <COMMA> ', 'PUNCT', ',', 'punct'), ('which', 'ADJ', 'WDT', 'nsubj'), ('was', 'VERB', 'VBD', 'relcl'), ('perfect', 'ADJ', 'JJ', 'acomp'), ('since', 'ADP', 'IN', 'mark'), ('we', 'PRON', 'PRP', 'nsubj'), ('could', 'VERB', 'MD', 'aux'), ('sit', 'VERB', 'VB', 'advcl'), (' <COMMA> ', 'PUNCT', ',', 'punct'), ('have', 'VERB', 'VB', 'conj'), ('drinks', 'NOUN', 'NNS', 'dobj'), ('and', 'CCONJ', 'CC', 'cc'), ('talk', 'VERB', 'VB', 'conj'), (' <EXCLAMATION_MARK> ', 'PUNCT', '.', 'punct')]"
"['the', 'design|NOUN', 'and', 'atmosphere|NOUN', 'is|VERB', 'just', 'as', 'good|ADJ', ' <PERIOD> ']","[5, 1, 5, 1, 5, 5, 5, 3, 5]","[('the', 'DET', 'DT', 'det'), ('design', 'NOUN', 'NN', 'nsubj'), ('and', 'CCONJ', 'CC', 'cc'), ('atmosphere', 'NOUN', 'NN', 'conj'), ('is', 'VERB', 'VBZ', 'ROOT'), ('just', 'ADV', 'RB', 'advmod'), ('as', 'ADV', 'RB', 'advmod'), ('good', 'ADJ', 'JJ', 'acomp'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['he', 'has|VERB', 'visited|VERB', 'thailand|NOUN', 'and', 'is|VERB', 'quite', 'expert|ADJ', 'on', 'the', 'cuisine|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5]","[('he', 'PRON', 'PRP', 'nsubj'), ('has', 'VERB', 'VBZ', 'aux'), ('visited', 'VERB', 'VBN', 'ROOT'), ('thailand', 'NOUN', 'NN', 'dobj'), ('and', 'CCONJ', 'CC', 'cc'), ('is', 'VERB', 'VBZ', 'conj'), ('quite', 'ADV', 'RB', 'advmod'), ('expert', 'ADJ', 'JJ', 'acomp'), ('on', 'ADP', 'IN', 'prep'), ('the', 'DET', 'DT', 'det'), ('cuisine', 'NOUN', 'NN', 'pobj'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['i', 'would|VERB', 'definitely', 'recommend|VERB', 'mary|NOUN', ""'s"", 'and', 'am|VERB', 'making|VERB', 'it', 'one', 'of', 'my|ADJ', 'regular|ADJ', 'neighborhood|NOUN', 'haunts|NOUN', ' <PERIOD> ']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('i', 'PRON', 'PRP', 'nsubj'), ('would', 'VERB', 'MD', 'aux'), ('definitely', 'ADV', 'RB', 'advmod'), ('recommend', 'VERB', 'VB', 'ROOT'), ('mary', 'NOUN', 'NN', 'dobj'), (""'s"", 'PART', 'POS', 'case'), ('and', 'CCONJ', 'CC', 'cc'), ('am', 'VERB', 'VBP', 'aux'), ('making', 'VERB', 'VBG', 'conj'), ('it', 'PRON', 'PRP', 'nsubj'), ('one', 'NUM', 'CD', 'ccomp'), ('of', 'ADP', 'IN', 'prep'), ('my', 'ADJ', 'PRP$', 'poss'), ('regular', 'ADJ', 'JJ', 'amod'), ('neighborhood', 'NOUN', 'NN', 'compound'), ('haunts', 'NOUN', 'NNS', 'pobj'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['the', 'pizza|NOUN', 'is|VERB', 'the', 'best|ADJ', 'if', 'you', 'like|VERB', 'thin|ADJ', 'crusted|ADJ', 'pizza|NOUN', ' <PERIOD> ']","[5, 1, 5, 5, 3, 5, 5, 5, 1, 2, 2, 5]","[('the', 'DET', 'DT', 'det'), ('pizza', 'NOUN', 'NN', 'nsubj'), ('is', 'VERB', 'VBZ', 'ROOT'), ('the', 'DET', 'DT', 'det'), ('best', 'ADJ', 'JJS', 'attr'), ('if', 'ADP', 'IN', 'mark'), ('you', 'PRON', 'PRP', 'nsubj'), ('like', 'VERB', 'VBP', 'advcl'), ('thin', 'ADJ', 'JJ', 'amod'), ('crusted', 'ADJ', 'JJ', 'amod'), ('pizza', 'NOUN', 'NN', 'dobj'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['my|ADJ', 'girlfriend|NOUN', 'and', 'i', 'stumbled|VERB', 'onto', 'this', 'hopping|VERB', 'place|NOUN', 'the', 'other|ADJ', 'night|NOUN', 'and', 'had|VERB', 'a', 'great|ADJ', 'time|NOUN', ' <EXCLAMATION_MARK> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5]","[('my', 'ADJ', 'PRP$', 'poss'), ('girlfriend', 'NOUN', 'NN', 'ROOT'), ('and', 'CCONJ', 'CC', 'cc'), ('i', 'PRON', 'PRP', 'nsubj'), ('stumbled', 'VERB', 'VBD', 'conj'), ('onto', 'ADP', 'IN', 'prep'), ('this', 'DET', 'DT', 'det'), ('hopping', 'VERB', 'VBG', 'compound'), ('place', 'NOUN', 'NN', 'pobj'), ('the', 'DET', 'DT', 'det'), ('other', 'ADJ', 'JJ', 'amod'), ('night', 'NOUN', 'NN', 'npadvmod'), ('and', 'CCONJ', 'CC', 'cc'), ('had', 'VERB', 'VBD', 'conj'), ('a', 'DET', 'DT', 'det'), ('great', 'ADJ', 'JJ', 'amod'), ('time', 'NOUN', 'NN', 'dobj'), (' <EXCLAMATION_MARK> ', 'PUNCT', '.', 'punct')]"
"['he', 'ca|VERB', ""n't"", 'help|VERB', ' <COMMA> ', 'they', ""'re|VERB"", 'bought|VERB', 'up', 'so', 'fast', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5]","[('he', 'PRON', 'PRP', 'nsubj'), ('ca', 'VERB', 'MD', 'aux'), (""n't"", 'ADV', 'RB', 'neg'), ('help', 'VERB', 'VB', 'ccomp'), (' <COMMA> ', 'PUNCT', ',', 'punct'), ('they', 'PRON', 'PRP', 'nsubjpass'), (""'re"", 'VERB', 'VBP', 'auxpass'), ('bought', 'VERB', 'VBN', 'ROOT'), ('up', 'PART', 'RP', 'prt'), ('so', 'ADV', 'RB', 'advmod'), ('fast', 'ADV', 'RB', 'advmod'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['secondly', ' <COMMA> ', 'on', 'this', 'night|NOUN', 'the', 'place|NOUN', 'was|VERB', 'overwhelmed|VERB', 'by', 'upper|ADJ', 'east|ADJ', 'side|NOUN', 'ladies|NOUN', 'perfume|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('secondly', 'ADV', 'RB', 'advmod'), (' <COMMA> ', 'PUNCT', ',', 'punct'), ('on', 'ADP', 'IN', 'prep'), ('this', 'DET', 'DT', 'det'), ('night', 'NOUN', 'NN', 'pobj'), ('the', 'DET', 'DT', 'det'), ('place', 'NOUN', 'NN', 'nsubjpass'), ('was', 'VERB', 'VBD', 'auxpass'), ('overwhelmed', 'VERB', 'VBN', 'ROOT'), ('by', 'ADP', 'IN', 'agent'), ('upper', 'ADJ', 'JJ', 'amod'), ('east', 'ADJ', 'JJ', 'amod'), ('side', 'NOUN', 'NN', 'compound'), ('ladies', 'NOUN', 'NNS', 'compound'), ('perfume', 'NOUN', 'NN', 'pobj'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['i', 'have|VERB', 'eaten|VERB', 'here', 'a', 'handful|NOUN', 'of', 'times|NOUN', ' <COMMA> ', 'for', 'no', 'reason|NOUN', 'besides', 'sheer|ADJ', 'convenience|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('i', 'PRON', 'PRP', 'nsubj'), ('have', 'VERB', 'VBP', 'aux'), ('eaten', 'VERB', 'VBN', 'ROOT'), ('here', 'ADV', 'RB', 'advmod'), ('a', 'DET', 'DT', 'det'), ('handful', 'NOUN', 'NN', 'dobj'), ('of', 'ADP', 'IN', 'prep'), ('times', 'NOUN', 'NNS', 'pobj'), (' <COMMA> ', 'PUNCT', ',', 'punct'), ('for', 'ADP', 'IN', 'prep'), ('no', 'DET', 'DT', 'det'), ('reason', 'NOUN', 'NN', 'pobj'), ('besides', 'ADP', 'IN', 'prep'), ('sheer', 'ADJ', 'JJ', 'amod'), ('convenience', 'NOUN', 'NN', 'pobj'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
