Sentence,Sequence
"['will', 'not', 'be', 'back']","[5, 5, 5, 5]"
"['dont', 'go', 'aloneeven', 'two', 'people', 'isnt', 'enough', 'for', 'the', 'whole', 'experience', 'with', 'pickles', 'and', 'a', 'selection', 'of', 'meats', 'and', 'seafoods']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 1, 2, 2, 2, 2]"
"['my', 'suggestion', 'is', 'to', 'eat', 'family', 'style', 'because', 'youll', 'want', 'to', 'try', 'the', 'other', 'dishes']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1]"
"['best', 'of', 'all', 'is', 'the', 'warm', 'vibe', 'the', 'owner', 'is', 'super', 'friendly', 'and', 'service', 'is', 'fast']","[3, 5, 5, 5, 5, 3, 1, 5, 1, 5, 5, 3, 5, 1, 5, 3]"
"['this', 'isnt', 'a', 'value', 'joint']","[5, 5, 5, 5, 5]"
"['faans', 'got', 'a', 'great', 'concept', 'but', 'a', 'little', 'rough', 'on', 'the', 'delivery']","[5, 5, 5, 3, 5, 5, 5, 5, 3, 5, 5, 1]"
"['from', 'the', 'incredible', 'food', 'to', 'the', 'warm', 'atmosphere', 'to', 'the', 'friendly', 'service', 'this', 'downtown', 'neighborhood', 'spot', 'doesnt', 'miss', 'a', 'beat']","[5, 5, 3, 1, 5, 5, 3, 1, 5, 5, 3, 1, 5, 5, 5, 5, 5, 5, 5, 5]"
"['great', 'food', 'at', 'reasonable', 'prices', 'makes', 'for', 'an', 'evening', 'that', 'cant', 'be', 'beat']","[3, 1, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5]"
"['look', 'foward', 'to', 'trying', 'the', 'ruben', 'upon', 'returning']","[5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'only', 'other', 'steakhouse', 'that', 'seems', 'to', 'hold', 'a', 'candle', 'to', 'roths', 'is', 'the', 'strip', 'house']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['we', 'usually', 'go', 'to', 'the', 'chart', 'house', 'to', 'celebrate', 'a', 'birthday', 'or', 'anniversary']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['this', 'little', 'place', 'has', 'a', 'cute', 'interior', 'decor', 'and', 'affordable', 'city', 'prices']","[5, 5, 5, 5, 5, 3, 1, 2, 5, 3, 5, 1]"
"['youll', 'adore', 'it']","[5, 3, 5]"
"['two', 'words', 'free', 'wine']","[5, 5, 3, 1]"
"['the', 'price', 'is', 'reasonable', 'although', 'the', 'service', 'is', 'poor']","[5, 1, 5, 3, 5, 5, 1, 5, 3]"
"['the', 'quantity', 'is', 'also', 'very', 'good', 'you', 'will', 'come', 'out', 'satisfied']","[5, 1, 5, 5, 5, 3, 5, 5, 5, 5, 3]"
"['i', 'have', 'been', 'to', 'roths', 'twice', 'and', 'both', 'times', 'were', 'very', 'disappointing']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3]"
"['worth', 'visiting', 'the', '1st', 'ave', 'spot', 'because', 'it', 'is', 'the', 'original', 'store']","[3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'stumbled', 'upon', 'this', 'second', 'floor', 'walkup', 'two', 'fridays', 'ago', 'when', 'i', 'was', 'with', 'two', 'friends', 'in', 'town', 'from', 'la', 'being', 'serious', 'sushi', 'lovers', 'we', 'sat', 'at', 'the', 'sushi', 'bar', 'to', 'be', 'closer', 'to', 'the', 'action']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5]"
"['ragas', 'is', 'a', 'romantic', 'cozy', 'restaurant']","[5, 5, 5, 3, 3, 5]"
"['the', 'fried', 'rice', 'is', 'amazing', 'here']","[5, 1, 2, 5, 3, 5]"
"['three', 'courses', 'choices', 'include', 'excellent', 'mussels', 'puff', 'pastry', 'goat', 'cheese', 'and', 'salad', 'with', 'a', 'delicious', 'dressing', 'and', 'a', 'hanger', 'steak', 'au', 'poivre', 'that', 'is', 'out', 'of', 'this', 'world']","[5, 5, 5, 5, 3, 1, 1, 2, 2, 2, 5, 1, 2, 2, 2, 2, 5, 5, 1, 2, 2, 2, 5, 5, 5, 5, 5, 5]"
"['its', 'a', 'perfect', 'place', 'to', 'have', 'a', 'amanzing', 'indian', 'food']","[5, 5, 3, 5, 5, 5, 5, 5, 1, 2]"
"['the', 'place', 'is', 'so', 'cool', 'and', 'the', 'service', 'is', 'prompt', 'and', 'curtious']","[5, 5, 5, 5, 3, 5, 5, 1, 5, 3, 5, 3]"
"['at', 'the', 'end', 'youre', 'left', 'with', 'a', 'mild', 'broth', 'with', 'noodles', 'that', 'you', 'can', 'slurp', 'out', 'of', 'a', 'cup']","[5, 5, 5, 5, 5, 5, 5, 3, 1, 2, 2, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'just', 'wonder', 'how', 'you', 'can', 'have', 'such', 'a', 'delicious', 'meal', 'for', 'such', 'little', 'money']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 1, 5, 5, 3, 1]"
"['the', 'food', 'was', 'delicious', 'but', 'do', 'not', 'come', 'here', 'on', 'a', 'empty', 'stomach']","[5, 1, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'wine', 'list', 'is', 'excellent']","[5, 1, 2, 5, 3]"
"['so', 'garantuan', 'that', 'you', 'cant', 'fit', 'them', 'in', 'a', 'toaster']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['ive', 'been', 'to', 'many', 'thai', 'restaurants', 'in', 'manhattan', 'before', 'and', 'toons', 'is', 'by', 'far', 'the', 'best', 'thai', 'food', 'ive', 'had', 'except', 'for', 'my', 'moms', 'of', 'course']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['they', 'wouldnt', 'even', 'let', 'me', 'finish', 'my', 'glass', 'of', 'wine', 'before', 'offering', 'another']","[5, 5, 5, 5, 5, 5, 5, 1, 2, 2, 5, 5, 5]"
"['i', 'highly', 'recommend', 'the', 'sophia', 'pizza']","[5, 5, 3, 5, 5, 5]"
"['whem', 'asked', 'we', 'had', 'to', 'ask', 'more', 'detailed', 'questions', 'so', 'that', 'we', 'knew', 'what', 'the', 'specials', 'were']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5]"
"['this', 'is', 'a', 'consistently', 'great', 'place', 'to', 'dine', 'for', 'lunch', 'or', 'dinner']","[5, 5, 5, 5, 3, 5, 5, 5, 5, 1, 5, 1]"
"['nice', 'atmosphere', 'the', 'service', 'was', 'very', 'pleasant', 'and', 'the', 'desert', 'was', 'good']","[3, 1, 5, 1, 5, 5, 3, 5, 5, 1, 5, 3]"
"['all', 'the', 'people', 'that', 'i', 'bring', 'there', 'go', 'back', 'on', 'their', 'own', 'and', 'bring', 'their', 'friends']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['after', 'really', 'enjoying', 'ourselves', 'at', 'the', 'bar', 'we', 'sat', 'down', 'at', 'a', 'table', 'and', 'had', 'dinner']","[5, 5, 3, 5, 5, 5, 1, 5, 5, 5, 5, 5, 1, 5, 5, 1]"
"['fabulous', 'service', 'fantastic', 'food', 'and', 'a', 'chilled', 'out', 'atmosphere', 'and', 'environment']","[3, 1, 3, 1, 5, 5, 3, 4, 1, 5, 1]"
"['not', 'what', 'i', 'wanted', 'to', 'hear']","[5, 5, 5, 5, 5, 5]"
"['try', 'the', 'lasagnette', 'appetizer']","[5, 5, 1, 2]"
"['pricey', 'but', 'worth', 'a', 'try', 'at', 'least', 'once']","[3, 5, 5, 5, 5, 5, 5, 5]"
"['ive', 'been', 'there', 'a', 'few', 'times', 'and', 'i', 'usually', 'end', 'up', 'sitting', 'next', 'to', 'some', 'pretty', 'odd', 'people']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'liked', 'the', 'beer', 'selection']","[5, 5, 5, 1, 2]"
"['great', 'food', 'good', 'size', 'menu', 'great', 'service', 'and', 'an', 'unpretensious', 'setting']","[3, 1, 3, 5, 1, 3, 1, 5, 5, 5, 1]"
"['go', 'here', 'for', 'a', 'romantic', 'dinner', 'but', 'not', 'for', 'an', 'all', 'out', 'wow', 'dining', 'experience']","[5, 5, 5, 5, 3, 1, 5, 5, 5, 5, 5, 5, 3, 1, 5]"
"['cant', 'wait', 'to', 'go', 'back']","[5, 5, 5, 5, 5]"
"['i', 'grew', 'up', 'eating', 'dosa', 'and', 'have', 'yet', 'to', 'find', 'a', 'place', 'in', 'ny', 'to', 'satisfy', 'my', 'taste', 'buds']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['wine', 'list', 'selection', 'is', 'good', 'and', 'winebytheglass', 'was', 'generously', 'filled', 'to', 'the', 'top']","[5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 3]"
"['with', 'the', 'great', 'variety', 'on', 'the', 'menu', 'i', 'eat', 'here', 'often', 'and', 'never', 'get', 'bored']","[5, 5, 3, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'menu', 'is', 'very', 'limited', 'i', 'think', 'we', 'counted', '4', 'or', '5', 'entrees']","[5, 1, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 1]"
"['if', 'you', 'are', 'a', 'carnivore', 'come', 'hungry', 'and', 'you', 'will', 'leave', 'more', 'satisfied', 'than', 'you', 'have', 'ever', 'been']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'menu', 'is', 'limited', 'but', 'almost', 'all', 'of', 'the', 'dishes', 'are', 'excellent']","[5, 1, 5, 3, 5, 5, 5, 5, 5, 1, 5, 3]"
"['not', 'too', 'crazy', 'about', 'their', 'sake', 'martini']","[5, 5, 3, 5, 5, 1, 2]"
"['great', 'bagels', 'spreads', 'and', 'a', 'good', 'place', 'to', 'hang', 'out', 'in']","[3, 1, 1, 5, 5, 3, 5, 5, 5, 5, 5]"
"['the', 'service', 'varys', 'from', 'day', 'to', 'day', 'sometimes', 'theyre', 'very', 'nice', 'and', 'sometimes', 'not']","[5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5]"
"['whoever', 'the', 'jazz', 'duo', 'was', 'they', 'were', 'on', 'point']","[5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['one', 'thing', 'i', 'liked', 'about', 'this', 'place', 'is', 'that', 'i', 'never', 'felt', 'rushed', 'or', 'pressured', 'to', 'give', 'up', 'my', 'table', 'ot', 'incoming', 'guests']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5]"
"['this', 'place', 'is', 'a', 'great', 'bargain']","[5, 5, 5, 5, 3, 5]"
"['we', 'happened', 'upon', 'this', 'place', 'purely', 'by', 'accident', 'and', 'were', 'pleased', 'with', 'the', 'results']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5]"
"['unfortunately', 'the', 'food', 'is', 'outstanding', 'but', 'everything', 'else', 'about', 'this', 'restaurant', 'is', 'the', 'pits']","[5, 5, 1, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['deff', 'recimmend', 'bukhara', 'they', 'also', 'have', 'opened', 'two', 'new', 'locations', 'guess', 'ill', 'try', 'them', 'out']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['we', 'always', 'have', 'a', 'delicious', 'meal', 'and', 'always', 'leave', 'feeling', 'satisfied']","[5, 5, 5, 5, 3, 1, 5, 5, 5, 5, 3]"
"['dip', 'the', 'ingredients', 'in', 'with', 'your', 'chopsticks', 'swirl', 'them', 'around', 'and', 'eat']","[5, 5, 1, 5, 5, 5, 1, 5, 5, 5, 5, 5]"
"['first', 'went', 'here', 'to', 'enjoy', 'their', 'garden', 'terrace']","[5, 5, 5, 5, 3, 5, 1, 2]"
"['my', 'husbands', 'was', 'perfect', 'my', 'was', 'well', 'done', 'and', 'dry']","[5, 5, 5, 3, 5, 5, 3, 5, 5, 5]"
"['everyone', 'i', 'have', 'spoken', 'too', 'there', 'is', 'super', 'friendly', 'helpful', 'and', 'willing', 'to', 'the', 'extra', 'mile', 'for', 'a', 'customer']","[5, 5, 5, 5, 5, 5, 5, 5, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'pizza', 'was', 'pretty', 'good', 'and', 'huge']","[5, 1, 5, 5, 3, 5, 3]"
"['sapphire', 'is', 'the', 'only', 'indian', 'restaurant', 'i', 'go', 'to', 'when', 'im', 'in', 'nyc']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'cuisine', 'from', 'what', 'ive', 'gathered', 'is', 'authentic', 'taiwanese', 'though', 'its', 'very', 'different', 'from', 'what', 'ive', 'been', 'accustomed', 'to', 'in', 'taipei']","[5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'heartily', 'recommend']","[5, 5, 5]"
"['heartland', 'brewery', 'is', 'by', 'far', 'one', 'of', 'the', 'best', 'places', 'in', 'nyc', 'to', 'make', 'new', 'friends', 'and', 'catch', 'up', 'with', 'old', 'ones']","[5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'almost', 'hesititate', 'to', 'write', 'a', 'review', 'because', 'the', 'atmosphere', 'was', 'so', 'great', 'and', 'i', 'would', 'hate', 'for', 'it', 'too', 'become', 'to', 'crowded']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['they', 'are', 'often', 'crowded', 'on', 'the', 'weekends', 'but', 'they', 'are', 'efficient', 'and', 'accurate', 'with', 'their', 'service']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 3, 5, 3, 5, 5, 1]"
"['all', 'my', 'coworkers', 'were', 'amazed', 'at', 'how', 'small', 'the', 'dish', 'was']","[5, 5, 5, 5, 5, 5, 5, 3, 5, 1, 5]"
"['the', 'atmosphere', 'is', 'unheralded', 'the', 'service', 'impecible', 'and', 'the', 'food', 'magnificant']","[5, 1, 5, 3, 5, 1, 5, 5, 5, 1, 5]"
"['we', 'ordered', 'the', 'special', 'grilled', 'branzino', 'that', 'was', 'so', 'infused', 'with', 'bone', 'it', 'was', 'difficult', 'to', 'eat']","[5, 5, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5]"
"['the', 'wait', 'staff', 'is', 'friendly', 'and', 'the', 'food', 'has', 'gotten', 'better', 'and', 'better']","[5, 1, 2, 5, 3, 5, 5, 1, 5, 5, 3, 5, 5]"
"['this', 'place', 'which', 'is', 'only', 'a', 'few', 'months', 'old', 'is', 'perhaps', 'queens', 'biggest', 'secret']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['it', 'may', 'be', 'a', 'bit', 'packed', 'on', 'weekends', 'but', 'the', 'vibe', 'is', 'good', 'and', 'it', 'is', 'the', 'best', 'french', 'food', 'you', 'will', 'find', 'in', 'the', 'area']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 3, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5]"
"['this', 'place', 'is', 'so', 'much', 'fun']","[5, 5, 5, 5, 5, 5]"
"['i', 'was', 'glad', 'i', 'did']","[5, 5, 5, 5, 5]"
"['right', 'off', 'the', 'l', 'in', 'brooklyn', 'this', 'is', 'a', 'nice', 'cozy', 'place', 'with', 'good', 'pizza']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 3, 5, 5, 3, 1]"
"['ive', 'never', 'been', 'treated', 'so', 'rudely']","[5, 5, 5, 5, 5, 5]"
"['ill', 'be', 'back', 'soon']","[5, 5, 5, 5]"
"['le', 'pere', 'pinard', 'has', 'a', '15', 'pretheater', 'menu', 'that', 'is', 'outstanding']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3]"
"['went', 'inside', 'and', 'i', 'started', 'to', 'get', 'excited']","[5, 5, 5, 5, 5, 5, 5, 3]"
"['i', 'also', 'ordered', 'for', 'delivery', 'and', 'the', 'restaurant', 'forgot', 'half', 'the', 'order']","[5, 5, 5, 5, 1, 5, 5, 5, 3, 5, 5, 1]"
"['our', 'server', 'checked', 'on', 'us', 'maybe', 'twice', 'during', 'the', 'entire', 'meal']","[5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 1]"
"['however', 'it', 'is', 'jus', 'too', 'good', 'to', 'not', 'praise', 'it']","[5, 5, 5, 5, 5, 3, 5, 5, 5, 5]"
"['we', 'have', 'been', 'to', 'montparnasse', 'many', 'times', 'and', 'return', 'often', 'for', 'good', 'reason']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'strong', 'scents', 'coming', 'from', 'the', 'left', 'and', 'right', 'of', 'me', 'negatively', 'affected', 'my', 'taste', 'buds']","[5, 3, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['we', 'had', 'the', 'lobster', 'sandwich', 'and', 'it', 'was', 'fantastic']","[5, 5, 5, 1, 2, 5, 5, 5, 3]"
"['its', 'somewhere', 'you', 'can', 'eat', 'and', 'be', 'happy']","[5, 5, 5, 5, 5, 5, 5, 3]"
"['if', 'you', 'wrote', 'a', 'bad', 'review', 'its', 'because', 'you', 'dont', 'understand', 'what', 'raos', 'is', 'all', 'about']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['had', 'we', 'been', 'stalling', 'i', 'could', 'understand', 'where', 'they', 'were', 'coming', 'from', 'but', 'we', 'had', 'been', 'there', 'less', 'than', 'an', 'hour', 'and', 'they', 'hadnt', 'even', 'brought', 'us', 'a', 'check', 'yet']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5]"
"['but', 'overall', 'i', 'give', 'it', 'a', '10']","[5, 5, 5, 5, 5, 5, 5]"
"['though', 'the', 'spider', 'roll', 'may', 'look', 'like', 'a', 'challenge', 'to', 'eat', 'with', 'soft', 'shell', 'crab', 'hanging', 'out', 'of', 'the', 'roll', 'it', 'is', 'well', 'worth', 'the', 'price', 'you', 'pay', 'for', 'them']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 4, 5, 5, 5, 5, 5, 5]"
"['deep', 'fried', 'skewers', 'are', 'good', 'and', 'still', 'rare', 'to', 'find', 'in', 'nyc']","[5, 5, 5, 5, 3, 5, 5, 3, 5, 5, 5, 5]"
"['i', 'have', 'tried', 'to', 'make', 'reservations', 'but', 'both', 'times', 'the', 'hostess', 'didnt', 'have', 'my', 'name']","[5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 1, 5, 5, 5, 5]"
"['i', 'also', 'recommend', 'the', 'rice', 'dishes', 'or', 'the', 'different', 'varieties', 'of', 'congee', 'rice', 'porridge']","[5, 5, 3, 5, 1, 2, 5, 5, 5, 5, 5, 1, 2, 2]"
"['their', 'tuna', 'tartar', 'appetizer', 'is', 'to', 'die', 'for']","[5, 1, 2, 2, 5, 5, 3, 4]"
"['this', 'was', 'one', 'of', 'the', 'best', 'restaurants', 'ive', 'ever', 'been', 'to']","[5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5]"
"['this', 'restaurant', 'used', 'to', 'be', 'pretty', 'decent']","[5, 5, 5, 5, 5, 5, 5]"
"['an', 'oasis', 'of', 'refinement', 'food', 'though', 'somewhat', 'uneven', 'often', 'reaches', 'the', 'pinnacles', 'of', 'new', 'american', 'fine', 'cuisine', 'chefs', 'passion', 'and', 'kitchens', 'precise', 'execution', 'is', 'most', 'evident', 'in', 'the', 'fish', 'dishes', 'and', 'soups']","[5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5]"
"['if', 'you', 'love', 'wine', 'and', 'cheese', 'and', 'delicious', 'french', 'fare', 'youll', 'love', 'artisanal']","[5, 5, 3, 1, 5, 5, 5, 5, 1, 2, 5, 5, 5]"
"['i', 'love', 'indian', 'food', 'and', 'consider', 'myself', 'to', 'be', 'quite', 'an', 'expert', 'on', 'it']","[5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['some', 'baby', 'pizzas', 'get', 'their', 'wish']","[5, 1, 2, 5, 5, 5]"
