Sentence,Sequence
"[u'Secondly', u',', u'on', u'this', u'night', u'the', u'place', u'was', u'overwhelmed', u'by', u'upper', u'east', u'side', u'ladies', u'perfume', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'i', u'have', u'eaten', u'here', u'a', u'handful', u'of', u'times', u',', u'for', u'no', u'reason', u'besides', u'sheer', u'convenience', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'Obviously', u'run', u'by', u'folks', u'who', u'know', u'a', u'pie', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'We', u'were', u'very', u'disappointed', u'.']","[5, 5, 5, 3, 5]"
"[u'IT', u'IS', u'DEFINITELY', u'SPECIAL', u'AND', u'AFFORDABLE', u'.']","[5, 5, 5, 5, 5, 5, 5]"
"[u'I', u'really', u'liked', u'this', u'place', u'.']","[5, 5, 3, 5, 5, 5]"
"[u'I', u'will', u'be', u'going', u'back', u'very', u'soon', u'.']","[5, 5, 5, 5, 5, 5, 5, 5]"
"[u'All', u'the', u'money', u'went', u'into', u'the', u'interior', u'decoration', u',', u'none', u'of', u'it', u'went', u'to', u'the', u'chefs', u'.']","[5, 5, 5, 5, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 1, 5]"
"[u'The', u'seats', u'are', u'uncomfortable', u'if', u'you', u'are', u'sitting', u'against', u'the', u'wall', u'on', u'wooden', u'benches', u'.']","[5, 1, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'I', u'asked', u'for', u'seltzer', u'with', u'lime', u',', u'no', u'ice', u'.']","[5, 5, 5, 1, 2, 2, 5, 5, 5, 5]"
"[u'It', u'was', u'pretty', u'inexpensive', u'too', u'.']","[5, 5, 5, 3, 5, 5]"
"[u'Will', u'not', u'be', u'back', u'.']","[5, 5, 5, 5, 5]"
"[u'Do', u""n't"", u'go', u'alone', u'---', u'even', u'two', u'people', u'is', u""n't"", u'enough', u'for', u'the', u'whole', u'experience', u',', u'with', u'pickles', u'and', u'a', u'selection', u'of', u'meats', u'and', u'seafoods', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 1, 2, 2, 2, 2, 5]"
"[u'My', u'suggestion', u'is', u'to', u'eat', u'family', u'style', u'because', u'you', u""'ll"", u'want', u'to', u'try', u'the', u'other', u'dishes', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5]"
"[u'Best', u'of', u'all', u'is', u'the', u'warm', u'vibe', u',', u'the', u'owner', u'is', u'super', u'friendly', u'and', u'service', u'is', u'fast', u'.']","[5, 5, 5, 5, 5, 5, 1, 5, 5, 1, 5, 5, 5, 5, 1, 5, 5, 5]"
"[u'This', u'is', u""n't"", u'a', u'value', u'joint', u'.']","[5, 5, 5, 5, 5, 5, 5]"
"[u'Faan', u""'s"", u'got', u'a', u'great', u'concept', u'but', u'a', u'little', u'rough', u'on', u'the', u'delivery', u'.']","[5, 5, 5, 5, 3, 5, 5, 5, 5, 3, 5, 5, 1, 5]"
"[u'From', u'the', u'incredible', u'food', u',', u'to', u'the', u'warm', u'atmosphere', u',', u'to', u'the', u'friendly', u'service', u',', u'this', u'downtown', u'neighborhood', u'spot', u'does', u""n't"", u'miss', u'a', u'beat', u'.']","[5, 5, 3, 1, 5, 5, 5, 3, 1, 5, 5, 5, 3, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'Great', u'food', u'at', u'REASONABLE', u'prices', u',', u'makes', u'for', u'an', u'evening', u'that', u'ca', u""n't"", u'be', u'beat', u'!']","[5, 1, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'Look', u'foward', u'to', u'trying', u'the', u'Ruben', u'upon', u'returning', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'The', u'only', u'other', u'steakhouse', u'that', u'seems', u'to', u'hold', u'a', u'candle', u'to', u'Roth', u""'s"", u'is', u'the', u'Strip', u'House', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'We', u'usually', u'go', u'to', u'the', u'Chart', u'House', u'to', u'celebrate', u'a', u'birthday', u'or', u'anniversary', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'this', u'little', u'place', u'has', u'a', u'cute', u'interior', u'decor', u'and', u'affordable', u'city', u'prices', u'.']","[5, 5, 5, 5, 5, 3, 1, 2, 5, 3, 5, 1, 5]"
"[u'You', u""'ll"", u'adore', u'it', u'.']","[5, 5, 3, 5, 5]"
"[u'Two', u'words', u':', u'Free', u'wine', u'.']","[5, 5, 5, 5, 1, 5]"
"[u'The', u'price', u'is', u'reasonable', u'although', u'the', u'service', u'is', u'poor', u'.']","[5, 1, 5, 3, 5, 5, 1, 5, 3, 5]"
"[u'The', u'quantity', u'is', u'also', u'very', u'good', u',', u'you', u'will', u'come', u'out', u'satisfied', u'.']","[5, 1, 5, 5, 5, 3, 5, 5, 5, 5, 5, 3, 5]"
"[u'I', u'have', u'been', u'to', u'Roth', u""'s"", u'twice', u'and', u'both', u'times', u'were', u'very', u'disappointing', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5]"
"[u'Worth', u'visiting', u'the', u'1st', u'Ave', u'spot', u'because', u'it', u'is', u'the', u'original', u'store', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'I', u'stumbled', u'upon', u'this', u'second', u'floor', u'walk', u'-', u'up', u'two', u'Fridays', u'ago', u'when', u'I', u'was', u'with', u'two', u'friends', u'in', u'town', u'from', u'L.A.', u'Being', u'serious', u'sushi', u'lovers', u',', u'we', u'sat', u'at', u'the', u'sushi', u'bar', u'to', u'be', u'closer', u'to', u'the', u'action', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 5]"
"[u'Raga', u""'s"", u'is', u'a', u'romantic', u',', u'cozy', u'restaurant', u'.']","[5, 5, 5, 5, 3, 5, 3, 5, 5]"
"[u'The', u'fried', u'rice', u'is', u'amazing', u'here', u'.']","[5, 1, 2, 5, 3, 5, 5]"
"[u'Three', u'courses', u'-', u'choices', u'include', u'excellent', u'mussels', u',', u'puff', u'pastry', u'goat', u'cheese', u'and', u'salad', u'with', u'a', u'delicious', u'dressing', u',', u'and', u'a', u'hanger', u'steak', u'au', u'poivre', u'that', u'is', u'out', u'of', u'this', u'world', u'.']","[5, 5, 5, 5, 5, 3, 1, 5, 1, 2, 2, 2, 5, 1, 2, 2, 2, 2, 5, 5, 5, 1, 2, 2, 2, 5, 5, 5, 5, 5, 5, 5]"
"[u'it', u""'s"", u'a', u'perfect', u'place', u'to', u'have', u'a', u'amanzing', u'indian', u'food', u'.']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 1, 2, 5]"
"[u'The', u'place', u'is', u'so', u'cool', u'and', u'the', u'service', u'is', u'prompt', u'and', u'curtious', u'.']","[5, 5, 5, 5, 3, 5, 5, 1, 5, 3, 5, 3, 5]"
"[u'At', u'the', u'end', u'you', u""'re"", u'left', u'with', u'a', u'mild', u'broth', u'with', u'noodles', u'that', u'you', u'can', u'slurp', u'out', u'of', u'a', u'cup', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 3, 1, 2, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'I', u'just', u'wonder', u'how', u'you', u'can', u'have', u'such', u'a', u'delicious', u'meal', u'for', u'such', u'little', u'money', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 1, 5, 5, 3, 1, 5]"
"[u'The', u'food', u'was', u'delicious', u'but', u'do', u'not', u'come', u'here', u'on', u'a', u'empty', u'stomach', u'.']","[5, 1, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'The', u'wine', u'list', u'is', u'excellent', u'.']","[5, 1, 2, 5, 3, 5]"
"[u'so', u'garantuan', u'that', u'you', u'ca', u""n't"", u'fit', u'them', u'in', u'a', u'toaster', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'I', u've', u'been', u'to', u'many', u'Thai', u'restaurants', u'in', u'Manhattan', u'before', u',', u'and', u'Toons', u'is', u'by', u'far', u'the', u'best', u'Thai', u'food', u'I', u've', u'had', u'(', u'except', u'for', u'my', u'mom', u""'s"", u'of', u'course', u')', u'.']","[5, 5, 5, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'They', u'would', u'nt', u'even', u'let', u'me', u'finish', u'my', u'glass', u'of', u'wine', u'before', u'offering', u'another', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 2, 5, 5, 5, 5]"
"[u'I', u'highly', u'recommend', u'the', u'Sophia', u'pizza', u'.']","[5, 5, 3, 5, 5, 5, 5]"
"[u'Whem', u'asked', u',', u'we', u'had', u'to', u'ask', u'more', u'detailed', u'questions', u'so', u'that', u'we', u'knew', u'what', u'the', u'specials', u'were', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5]"
"[u'This', u'is', u'a', u'consistently', u'great', u'place', u'to', u'dine', u'for', u'lunch', u'or', u'dinner', u'.']","[5, 5, 5, 5, 3, 5, 5, 5, 5, 1, 5, 1, 5]"
"[u'Nice', u'atmosphere', u',', u'the', u'service', u'was', u'very', u'pleasant', u'and', u'the', u'desert', u'was', u'good', u'.']","[5, 1, 5, 5, 1, 5, 5, 5, 5, 5, 1, 5, 5, 5]"
"[u'All', u'the', u'people', u'that', u'I', u'bring', u'there', u'go', u'back', u'on', u'their', u'own', u'and', u'bring', u'THEIR', u'friends', u'!']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'After', u'really', u'enjoying', u'ourselves', u'at', u'the', u'bar', u'we', u'sat', u'down', u'at', u'a', u'table', u'and', u'had', u'dinner', u'.']","[5, 5, 3, 5, 5, 5, 1, 5, 5, 5, 5, 5, 1, 5, 5, 1, 5]"
"[u'Fabulous', u'service', u',', u'fantastic', u'food', u',', u'and', u'a', u'chilled', u'out', u'atmosphere', u'and', u'environment', u'.']","[5, 1, 5, 5, 1, 5, 5, 5, 5, 5, 1, 5, 1, 5]"
"[u'Not', u'what', u'I', u'wanted', u'to', u'hear', u'.']","[5, 5, 5, 5, 5, 5, 5]"
"[u'Try', u'the', u'lasagnette', u'appetizer', u'.']","[5, 5, 1, 2, 5]"
"[u'Pricey', u',', u'but', u'worth', u'a', u'try', u',', u'at', u'least', u'once', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'I', u""'ve"", u'been', u'there', u'a', u'few', u'times', u',', u'and', u'I', u'usually', u'end', u'up', u'sitting', u'next', u'to', u'some', u'pretty', u'odd', u'people', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'I', u'liked', u'the', u'beer', u'selection', u'!']","[5, 5, 5, 1, 2, 5]"
"[u'Great', u'food', u',', u'good', u'size', u'menu', u',', u'great', u'service', u'and', u'an', u'unpretensious', u'setting', u'.']","[5, 1, 5, 5, 5, 1, 5, 3, 1, 5, 5, 5, 1, 5]"
"[u'Go', u'here', u'for', u'a', u'romantic', u'dinner', u'but', u'not', u'for', u'an', u'all', u'out', u'wow', u'dining', u'experience', u'.']","[5, 5, 5, 5, 3, 1, 5, 5, 5, 5, 5, 5, 3, 1, 5, 5]"
"[u'Ca', u""n't"", u'wait', u'to', u'go', u'back', u'.']","[5, 5, 5, 5, 5, 5, 5]"
"[u'I', u'grew', u'up', u'eating', u'Dosa', u'and', u'have', u'yet', u'to', u'find', u'a', u'place', u'in', u'NY', u'to', u'satisfy', u'my', u'taste', u'buds', u'.']","[5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'Wine', u'list', u'selection', u'is', u'good', u'and', u'wine', u'-', u'by', u'-', u'the', u'-', u'glass', u'was', u'generously', u'filled', u'to', u'the', u'top', u'.']","[1, 2, 2, 5, 3, 5, 1, 2, 2, 2, 2, 2, 2, 5, 5, 5, 5, 5, 3, 5]"
"[u'With', u'the', u'great', u'variety', u'on', u'the', u'menu', u',', u'I', u'eat', u'here', u'often', u'and', u'never', u'get', u'bored', u'.']","[5, 5, 3, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'The', u'menu', u'is', u'very', u'limited', u'-', u'i', u'think', u'we', u'counted', u'4', u'or', u'5', u'entrees', u'.']","[5, 1, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5]"
"[u'If', u'you', u'are', u'a', u'carnivore', u',', u'come', u'hungry', u'and', u'you', u'will', u'leave', u'more', u'satisfied', u'than', u'you', u'have', u'ever', u'been', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'The', u'menu', u'is', u'limited', u'but', u'almost', u'all', u'of', u'the', u'dishes', u'are', u'excellent', u'.']","[5, 1, 5, 3, 5, 5, 5, 5, 5, 1, 5, 3, 5]"
"[u'Not', u'too', u'crazy', u'about', u'their', u'sake', u'martini', u'.']","[5, 5, 3, 5, 5, 1, 2, 5]"
"[u'Great', u'bagels', u',', u'spreads', u'and', u'a', u'good', u'place', u'to', u'hang', u'out', u'in', u'.']","[5, 1, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'The', u'service', u'varys', u'from', u'day', u'to', u'day-', u'sometimes', u'they', u""'re"", u'very', u'nice', u',', u'and', u'sometimes', u'not', u'.']","[5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5]"
"[u'whoever', u'the', u'jazz', u'duo', u'was', u',', u'they', u'were', u'on', u'POINT', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'One', u'thing', u'I', u'liked', u'about', u'this', u'place', u'is', u'that', u'I', u'never', u'felt', u'rushed', u'or', u'pressured', u'to', u'give', u'up', u'my', u'table', u'ot', u'incoming', u'guests', u'.']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5]"
"[u'This', u'place', u'is', u'a', u'great', u'bargain', u'.']","[5, 5, 5, 5, 3, 5, 5]"
"[u'We', u'happened', u'upon', u'this', u'place', u'purely', u'by', u'accident', u'and', u'were', u'pleased', u'with', u'the', u'results', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5]"
"[u'Unfortunately', u',', u'the', u'food', u'is', u'outstanding', u',', u'but', u'everything', u'else', u'about', u'this', u'restaurant', u'is', u'the', u'pits', u'.']","[5, 5, 5, 1, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'Deff', u'recimmend', u'Bukhara', u'they', u'also', u'have', u'opened', u'two', u'new', u'locations', u'guess', u'ill', u'try', u'them', u'out', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'We', u'always', u'have', u'a', u'delicious', u'meal', u'and', u'always', u'leave', u'feeling', u'satisfied', u'.']","[5, 5, 5, 5, 3, 1, 5, 5, 5, 5, 3, 5]"
"[u'Dip', u'the', u'ingredients', u'in', u'with', u'your', u'chopsticks', u',', u'swirl', u'them', u'around', u',', u'and', u'eat', u'.']","[5, 5, 1, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'First', u'went', u'here', u'to', u'enjoy', u'their', u'garden', u'terrace', u'.']","[5, 5, 5, 5, 3, 5, 1, 2, 5]"
"[u'My', u'husbands', u'was', u'perfect', u',', u'my', u'was', u'well', u'done', u'and', u'dry', u'.']","[5, 5, 5, 3, 5, 5, 5, 3, 5, 5, 5, 5]"
"[u'Everyone', u'I', u'have', u'spoken', u'too', u'there', u'is', u'super', u'friendly', u',', u'helpful', u',', u'and', u'willing', u'to', u'the', u'extra', u'mile', u'for', u'a', u'customer', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'The', u'pizza', u'was', u'pretty', u'good', u'and', u'huge', u'.']","[5, 1, 5, 5, 3, 5, 3, 5]"
"[u'Sapphire', u'is', u'the', u'only', u'Indian', u'restaurant', u'I', u'go', u'to', u'when', u'I', u""'m"", u'in', u'NYC', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'The', u'cuisine', u'from', u'what', u'I', u""'ve"", u'gathered', u'is', u'authentic', u'Taiwanese', u',', u'though', u'its', u'very', u'different', u'from', u'what', u'I', u""'ve"", u'been', u'accustomed', u'to', u'in', u'Taipei', u'.']","[5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'I', u'heartily', u'recommend', u'.']","[5, 5, 5, 5]"
"[u'Heartland', u'Brewery', u'is', u'by', u'far', u'one', u'of', u'the', u'best', u'places', u'in', u'NYC', u'to', u'make', u'new', u'friends', u'and', u'catch', u'up', u'with', u'old', u'ones', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'I', u'almost', u'hesititate', u'to', u'write', u'a', u'review', u'because', u'the', u'atmosphere', u'was', u'so', u'great', u'and', u'I', u'would', u'hate', u'for', u'it', u'too', u'become', u'to', u'crowded', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'They', u'are', u'often', u'crowded', u'on', u'the', u'weekends', u'but', u'they', u'are', u'efficient', u'and', u'accurate', u'with', u'their', u'service', u'.']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 3, 5, 3, 5, 5, 1, 5]"
"[u'All', u'my', u'co', u'-', u'workers', u'were', u'amazed', u'at', u'how', u'small', u'the', u'dish', u'was', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 1, 5, 5]"
"[u'The', u'atmosphere', u'is', u'unheralded', u',', u'the', u'service', u'impecible', u',', u'and', u'the', u'food', u'magnificant', u'.']","[5, 1, 5, 3, 5, 5, 1, 5, 5, 5, 5, 1, 5, 5]"
"[u'We', u'ordered', u'the', u'special', u',', u'grilled', u'branzino', u',', u'that', u'was', u'so', u'infused', u'with', u'bone', u',', u'it', u'was', u'difficult', u'to', u'eat', u'.']","[5, 5, 5, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5]"
"[u'The', u'wait', u'staff', u'is', u'friendly', u',', u'and', u'the', u'food', u'has', u'gotten', u'better', u'and', u'better', u'!']","[5, 1, 2, 5, 3, 5, 5, 5, 1, 5, 5, 3, 5, 5, 5]"
"[u'This', u'place', u',', u'which', u'is', u'only', u'a', u'few', u'months', u'old', u',', u'is', u'perhaps', u'Queens', u""'"", u'biggest', u'secret', u'!']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'It', u'may', u'be', u'a', u'bit', u'packed', u'on', u'weekends', u',', u'but', u'the', u'vibe', u'is', u'good', u'and', u'it', u'is', u'the', u'best', u'French', u'food', u'you', u'will', u'find', u'in', u'the', u'area', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 3, 5, 5, 5, 5, 3, 1, 2, 5, 5, 5, 5, 5, 5, 5]"
"[u'This', u'place', u'is', u'so', u'much', u'fun', u'.']","[5, 5, 5, 5, 5, 5, 5]"
"[u'I', u'was', u'glad', u'I', u'did', u'.']","[5, 5, 5, 5, 5, 5]"
"[u'Right', u'off', u'the', u'L', u'in', u'Brooklyn', u'this', u'is', u'a', u'nice', u'cozy', u'place', u'with', u'good', u'pizza', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 3, 5, 5, 3, 1, 5]"
"[u'I', u""'ve"", u'never', u'been', u'treated', u'so', u'rudely', u'.']","[5, 5, 5, 5, 5, 5, 5, 5]"
"[u'I', u""'ll"", u'be', u'back', u'soon', u'.']","[5, 5, 5, 5, 5, 5]"
"[u'Le', u'Pere', u'Pinard', u'has', u'a', u'$', u'15', u'pre', u'-', u'theater', u'menu', u'that', u'is', u'outstanding', u'.']","[5, 5, 5, 5, 5, 5, 5, 1, 2, 2, 2, 5, 5, 3, 5]"
"[u'Went', u'inside', u'and', u'I', u'started', u'to', u'get', u'excited', u'.']","[5, 5, 5, 5, 5, 5, 5, 3, 5]"
"[u'I', u'also', u'ordered', u'for', u'delivery', u'and', u'the', u'restaurant', u'forgot', u'half', u'the', u'order', u'.']","[5, 5, 5, 5, 1, 5, 5, 5, 3, 5, 5, 1, 5]"
"[u'Our', u'server', u'checked', u'on', u'us', u'maybe', u'twice', u'during', u'the', u'entire', u'meal', u'.']","[5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5]"
"[u'However', u',', u'it', u'is', u'jus', u'too', u'good', u'to', u'not', u'praise', u'it', u'.']","[5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5]"
