Sentence,Sequence,Tags
"['ive', 'noticed', 'megadeth', 'mr', 'scruff', 'st', 'germain', 'traditional', 'vietnamese', 'songs', 'black', 'sabbath', 'jayz', 'and', 'daft', 'punk', 'all', 'being', 'played']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('i', 'PRON', 'PRP', 'nsubj'), ('ve', 'VERB', 'VB', 'aux'), ('noticed', 'VERB', 'VBN', 'ROOT'), ('megadeth', 'NOUN', 'NNS', 'dobj'), ('mr', 'ADP', 'IN', 'aux'), ('scruff', 'NOUN', 'NN', 'compound'), ('st', 'ADP', 'IN', 'nsubj'), ('germain', 'ADJ', 'JJ', 'ROOT'), ('traditional', 'ADJ', 'JJ', 'amod'), ('vietnamese', 'ADJ', 'JJ', 'amod'), ('songs', 'NOUN', 'NNS', 'dative'), ('black', 'ADJ', 'JJ', 'amod'), ('sabbath', 'NOUN', 'NN', 'compound'), ('jayz', 'NOUN', 'NN', 'dobj'), ('and', 'CCONJ', 'CC', 'cc'), ('daft', 'NOUN', 'NN', 'compound'), ('punk', 'NOUN', 'NN', 'conj'), ('all', 'DET', 'DT', 'nsubjpass'), ('being', 'VERB', 'VBG', 'auxpass'), ('played', 'VERB', 'VBN', 'ROOT')]"
"['they', 'did', 'not', 'have', 'mayonnaise', 'forgot', 'our', 'toast', 'left', 'out', 'ingredients', 'ie', 'cheese', 'in', 'an', 'omelet', 'below', 'hot', 'temperatures', 'and', 'the', 'bacon', 'was', 'so', 'over', 'cooked', 'it', 'crumbled', 'on', 'the', 'plate', 'when', 'you', 'touched', 'it']","[5, 5, 5, 5, 5, 3, 5, 1, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('they', 'PRON', 'PRP', 'nsubj'), ('did', 'VERB', 'VBD', 'aux'), ('not', 'ADV', 'RB', 'neg'), ('have', 'VERB', 'VB', 'ROOT'), ('mayonnaise', 'NOUN', 'NN', 'dobj'), ('forgot', 'VERB', 'VBN', 'ccomp'), ('our', 'ADJ', 'PRP$', 'poss'), ('toast', 'NOUN', 'NN', 'dobj'), ('left', 'VERB', 'VBD', 'acl'), ('out', 'PART', 'RP', 'prt'), ('ingredients', 'NOUN', 'NNS', 'dobj'), ('ie', 'ADP', 'IN', 'nmod'), ('cheese', 'NOUN', 'NN', 'oprd'), ('in', 'ADP', 'IN', 'prep'), ('an', 'DET', 'DT', 'det'), ('omelet', 'NOUN', 'NN', 'pobj'), ('below', 'ADP', 'IN', 'prep'), ('hot', 'ADJ', 'JJ', 'amod'), ('temperatures', 'NOUN', 'NNS', 'pobj'), ('and', 'CCONJ', 'CC', 'cc'), ('the', 'DET', 'DT', 'det'), ('bacon', 'NOUN', 'NN', 'nsubj'), ('was', 'VERB', 'VBD', 'auxpass'), ('so', 'ADV', 'RB', 'advmod'), ('over', 'ADV', 'RB', 'advmod'), ('cooked', 'VERB', 'VBN', 'conj'), ('it', 'PRON', 'PRP', 'nsubj'), ('crumbled', 'VERB', 'VBD', 'relcl'), ('on', 'ADP', 'IN', 'prep'), ('the', 'DET', 'DT', 'det'), ('plate', 'NOUN', 'NN', 'pobj'), ('when', 'ADV', 'WRB', 'advmod'), ('you', 'PRON', 'PRP', 'nsubj'), ('touched', 'VERB', 'VBD', 'advcl'), ('it', 'PRON', 'PRP', 'dobj')]"
"['it', 'took', 'half', 'an', 'hour', 'to', 'get', 'our', 'check', 'which', 'was', 'perfect', 'since', 'we', 'could', 'sit', 'have', 'drinks', 'and', 'talk']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 1, 5, 5]","[('it', 'PRON', 'PRP', 'nsubj'), ('took', 'VERB', 'VBD', 'ROOT'), ('half', 'ADJ', 'PDT', 'predet'), ('an', 'DET', 'DT', 'det'), ('hour', 'NOUN', 'NN', 'dobj'), ('to', 'PART', 'TO', 'aux'), ('get', 'VERB', 'VB', 'xcomp'), ('our', 'ADJ', 'PRP$', 'poss'), ('check', 'NOUN', 'NN', 'dobj'), ('which', 'ADJ', 'WDT', 'nsubj'), ('was', 'VERB', 'VBD', 'relcl'), ('perfect', 'ADJ', 'JJ', 'acomp'), ('since', 'ADP', 'IN', 'mark'), ('we', 'PRON', 'PRP', 'nsubj'), ('could', 'VERB', 'MD', 'aux'), ('sit', 'VERB', 'VB', 'advcl'), ('have', 'VERB', 'VB', 'conj'), ('drinks', 'NOUN', 'NNS', 'dobj'), ('and', 'CCONJ', 'CC', 'cc'), ('talk', 'NOUN', 'NN', 'conj')]"
"['the', 'design', 'and', 'atmosphere', 'is', 'just', 'as', 'good']","[5, 1, 5, 1, 5, 5, 5, 3]","[('the', 'DET', 'DT', 'det'), ('design', 'NOUN', 'NN', 'nsubj'), ('and', 'CCONJ', 'CC', 'cc'), ('atmosphere', 'NOUN', 'NN', 'conj'), ('is', 'VERB', 'VBZ', 'ROOT'), ('just', 'ADV', 'RB', 'advmod'), ('as', 'ADV', 'RB', 'advmod'), ('good', 'ADJ', 'JJ', 'acomp')]"
"['he', 'has', 'visited', 'thailand', 'and', 'is', 'quite', 'expert', 'on', 'the', 'cuisine']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1]","[('he', 'PRON', 'PRP', 'nsubj'), ('has', 'VERB', 'VBZ', 'aux'), ('visited', 'VERB', 'VBN', 'ROOT'), ('thailand', 'NOUN', 'NN', 'dobj'), ('and', 'CCONJ', 'CC', 'cc'), ('is', 'VERB', 'VBZ', 'conj'), ('quite', 'ADV', 'RB', 'advmod'), ('expert', 'ADJ', 'JJ', 'acomp'), ('on', 'ADP', 'IN', 'prep'), ('the', 'DET', 'DT', 'det'), ('cuisine', 'NOUN', 'NN', 'pobj')]"
"['i', 'would', 'definitely', 'recommend', 'marys', 'and', 'am', 'making', 'it', 'one', 'of', 'my', 'regular', 'neighborhood', 'haunts']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('i', 'PRON', 'PRP', 'nsubj'), ('would', 'VERB', 'MD', 'aux'), ('definitely', 'ADV', 'RB', 'advmod'), ('recommend', 'VERB', 'VB', 'ROOT'), ('marys', 'NOUN', 'NNS', 'dobj'), ('and', 'CCONJ', 'CC', 'cc'), ('am', 'VERB', 'VBP', 'aux'), ('making', 'VERB', 'VBG', 'conj'), ('it', 'PRON', 'PRP', 'nsubj'), ('one', 'NUM', 'CD', 'ccomp'), ('of', 'ADP', 'IN', 'prep'), ('my', 'ADJ', 'PRP$', 'poss'), ('regular', 'ADJ', 'JJ', 'amod'), ('neighborhood', 'NOUN', 'NN', 'compound'), ('haunts', 'NOUN', 'NNS', 'pobj')]"
"['the', 'pizza', 'is', 'the', 'best', 'if', 'you', 'like', 'thin', 'crusted', 'pizza']","[5, 1, 5, 5, 3, 5, 5, 5, 1, 2, 2]","[('the', 'DET', 'DT', 'det'), ('pizza', 'NOUN', 'NN', 'nsubj'), ('is', 'VERB', 'VBZ', 'ROOT'), ('the', 'DET', 'DT', 'det'), ('best', 'ADJ', 'JJS', 'attr'), ('if', 'ADP', 'IN', 'mark'), ('you', 'PRON', 'PRP', 'nsubj'), ('like', 'VERB', 'VBP', 'advcl'), ('thin', 'ADJ', 'JJ', 'amod'), ('crusted', 'VERB', 'VBN', 'amod'), ('pizza', 'NOUN', 'NN', 'dobj')]"
"['my', 'girlfriend', 'and', 'i', 'stumbled', 'onto', 'this', 'hopping', 'place', 'the', 'other', 'night', 'and', 'had', 'a', 'great', 'time']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5]","[('my', 'ADJ', 'PRP$', 'poss'), ('girlfriend', 'NOUN', 'NN', 'ROOT'), ('and', 'CCONJ', 'CC', 'cc'), ('i', 'PRON', 'PRP', 'nsubj'), ('stumbled', 'VERB', 'VBD', 'conj'), ('onto', 'ADP', 'IN', 'prep'), ('this', 'DET', 'DT', 'det'), ('hopping', 'VERB', 'VBG', 'compound'), ('place', 'NOUN', 'NN', 'pobj'), ('the', 'DET', 'DT', 'det'), ('other', 'ADJ', 'JJ', 'amod'), ('night', 'NOUN', 'NN', 'npadvmod'), ('and', 'CCONJ', 'CC', 'cc'), ('had', 'VERB', 'VBD', 'conj'), ('a', 'DET', 'DT', 'det'), ('great', 'ADJ', 'JJ', 'amod'), ('time', 'NOUN', 'NN', 'dobj')]"
"['he', 'cant', 'help', 'theyre', 'bought', 'up', 'so', 'fast']","[5, 5, 5, 5, 5, 5, 5, 3]","[('he', 'PRON', 'PRP', 'nsubj'), ('ca', 'VERB', 'MD', 'aux'), ('nt', 'ADV', 'RB', 'advmod'), ('help', 'VERB', 'VB', 'ROOT'), ('they', 'PRON', 'PRP', 'nsubjpass'), ('re', 'VERB', 'VBZ', 'auxpass'), ('bought', 'VERB', 'VBN', 'ccomp'), ('up', 'PART', 'RP', 'prt'), ('so', 'ADV', 'RB', 'advmod'), ('fast', 'ADV', 'RB', 'advmod')]"
"['secondly', 'on', 'this', 'night', 'the', 'place', 'was', 'overwhelmed', 'by', 'upper', 'east', 'side', 'ladies', 'perfume']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('secondly', 'ADV', 'RB', 'advmod'), ('on', 'ADP', 'IN', 'prep'), ('this', 'DET', 'DT', 'det'), ('night', 'NOUN', 'NN', 'pobj'), ('the', 'DET', 'DT', 'det'), ('place', 'NOUN', 'NN', 'nsubjpass'), ('was', 'VERB', 'VBD', 'auxpass'), ('overwhelmed', 'VERB', 'VBN', 'ROOT'), ('by', 'ADP', 'IN', 'agent'), ('upper', 'ADJ', 'JJ', 'amod'), ('east', 'ADJ', 'JJ', 'amod'), ('side', 'NOUN', 'NN', 'compound'), ('ladies', 'NOUN', 'NNS', 'compound'), ('perfume', 'NOUN', 'NN', 'pobj')]"
"['i', 'have', 'eaten', 'here', 'a', 'handful', 'of', 'times', 'for', 'no', 'reason', 'besides', 'sheer', 'convenience']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('i', 'PRON', 'PRP', 'nsubj'), ('have', 'VERB', 'VBP', 'aux'), ('eaten', 'VERB', 'VBN', 'ROOT'), ('here', 'ADV', 'RB', 'advmod'), ('a', 'DET', 'DT', 'det'), ('handful', 'NOUN', 'NN', 'dobj'), ('of', 'ADP', 'IN', 'prep'), ('times', 'NOUN', 'NNS', 'pobj'), ('for', 'ADP', 'IN', 'prep'), ('no', 'DET', 'DT', 'det'), ('reason', 'NOUN', 'NN', 'pobj'), ('besides', 'ADP', 'IN', 'prep'), ('sheer', 'ADJ', 'JJ', 'amod'), ('convenience', 'NOUN', 'NN', 'pobj')]"
"['obviously', 'run', 'by', 'folks', 'who', 'know', 'a', 'pie']","[5, 5, 5, 5, 5, 5, 5, 5]","[('obviously', 'ADV', 'RB', 'advmod'), ('run', 'VERB', 'VBN', 'ROOT'), ('by', 'ADP', 'IN', 'agent'), ('folks', 'NOUN', 'NNS', 'pobj'), ('who', 'NOUN', 'WP', 'nsubj'), ('know', 'VERB', 'VBP', 'relcl'), ('a', 'DET', 'DT', 'det'), ('pie', 'NOUN', 'NN', 'dobj')]"
"['we', 'were', 'very', 'disappointed']","[5, 5, 5, 3]","[('we', 'PRON', 'PRP', 'nsubj'), ('were', 'VERB', 'VBD', 'ROOT'), ('very', 'ADV', 'RB', 'advmod'), ('disappointed', 'ADJ', 'JJ', 'acomp')]"
"['it', 'is', 'definitely', 'special', 'and', 'affordable']","[5, 5, 5, 3, 5, 3]","[('it', 'PRON', 'PRP', 'nsubj'), ('is', 'VERB', 'VBZ', 'ROOT'), ('definitely', 'ADV', 'RB', 'advmod'), ('special', 'ADJ', 'JJ', 'acomp'), ('and', 'CCONJ', 'CC', 'cc'), ('affordable', 'ADJ', 'JJ', 'conj')]"
"['i', 'really', 'liked', 'this', 'place']","[5, 5, 3, 5, 5]","[('i', 'PRON', 'PRP', 'nsubj'), ('really', 'ADV', 'RB', 'advmod'), ('liked', 'VERB', 'VBD', 'ROOT'), ('this', 'DET', 'DT', 'det'), ('place', 'NOUN', 'NN', 'dobj')]"
"['i', 'will', 'be', 'going', 'back', 'very', 'soon']","[5, 5, 5, 5, 5, 5, 5]","[('i', 'PRON', 'PRP', 'nsubj'), ('will', 'VERB', 'MD', 'aux'), ('be', 'VERB', 'VB', 'aux'), ('going', 'VERB', 'VBG', 'ROOT'), ('back', 'ADV', 'RB', 'advmod'), ('very', 'ADV', 'RB', 'advmod'), ('soon', 'ADV', 'RB', 'advmod')]"
"['all', 'the', 'money', 'went', 'into', 'the', 'interior', 'decoration', 'none', 'of', 'it', 'went', 'to', 'the', 'chefs']","[5, 5, 5, 5, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 1]","[('all', 'ADJ', 'PDT', 'predet'), ('the', 'DET', 'DT', 'det'), ('money', 'NOUN', 'NN', 'nsubj'), ('went', 'VERB', 'VBD', 'ROOT'), ('into', 'ADP', 'IN', 'prep'), ('the', 'DET', 'DT', 'det'), ('interior', 'ADJ', 'JJ', 'amod'), ('decoration', 'NOUN', 'NN', 'pobj'), ('none', 'NOUN', 'NN', 'nsubj'), ('of', 'ADP', 'IN', 'prep'), ('it', 'PRON', 'PRP', 'pobj'), ('went', 'VERB', 'VBD', 'advcl'), ('to', 'ADP', 'IN', 'prep'), ('the', 'DET', 'DT', 'det'), ('chefs', 'NOUN', 'NNS', 'pobj')]"
"['the', 'seats', 'are', 'uncomfortable', 'if', 'you', 'are', 'sitting', 'against', 'the', 'wall', 'on', 'wooden', 'benches']","[5, 1, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('the', 'DET', 'DT', 'det'), ('seats', 'NOUN', 'NNS', 'nsubj'), ('are', 'VERB', 'VBP', 'ROOT'), ('uncomfortable', 'ADJ', 'JJ', 'acomp'), ('if', 'ADP', 'IN', 'mark'), ('you', 'PRON', 'PRP', 'nsubj'), ('are', 'VERB', 'VBP', 'aux'), ('sitting', 'VERB', 'VBG', 'advcl'), ('against', 'ADP', 'IN', 'prep'), ('the', 'DET', 'DT', 'det'), ('wall', 'NOUN', 'NN', 'pobj'), ('on', 'ADP', 'IN', 'prep'), ('wooden', 'ADJ', 'JJ', 'amod'), ('benches', 'NOUN', 'NNS', 'pobj')]"
"['i', 'asked', 'for', 'seltzer', 'with', 'lime', 'no', 'ice']","[5, 5, 5, 1, 2, 2, 5, 5]","[('i', 'PRON', 'PRP', 'nsubj'), ('asked', 'VERB', 'VBD', 'ROOT'), ('for', 'ADP', 'IN', 'prep'), ('seltzer', 'NOUN', 'NN', 'pobj'), ('with', 'ADP', 'IN', 'prep'), ('lime', 'NOUN', 'NN', 'pobj'), ('no', 'DET', 'DT', 'det'), ('ice', 'NOUN', 'NN', 'dobj')]"
"['it', 'was', 'pretty', 'inexpensive', 'too']","[5, 5, 5, 3, 5]","[('it', 'PRON', 'PRP', 'nsubj'), ('was', 'VERB', 'VBD', 'ROOT'), ('pretty', 'ADV', 'RB', 'advmod'), ('inexpensive', 'ADJ', 'JJ', 'acomp'), ('too', 'ADV', 'RB', 'advmod')]"
"['will', 'not', 'be', 'back']","[5, 5, 5, 5]","[('will', 'VERB', 'MD', 'aux'), ('not', 'ADV', 'RB', 'neg'), ('be', 'VERB', 'VB', 'ROOT'), ('back', 'ADV', 'RB', 'advmod')]"
"['dont', 'go', 'aloneeven', 'two', 'people', 'isnt', 'enough', 'for', 'the', 'whole', 'experience', 'with', 'pickles', 'and', 'a', 'selection', 'of', 'meats', 'and', 'seafoods']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 1, 2, 2, 2, 2]","[('do', 'VERB', 'VBP', 'aux'), ('nt', 'ADV', 'RB', 'advmod'), ('go', 'VERB', 'VB', 'ROOT'), ('aloneeven', 'ADV', 'RB', 'dobj'), ('two', 'NUM', 'CD', 'nummod'), ('people', 'NOUN', 'NNS', 'nsubj'), ('is', 'VERB', 'VBZ', 'conj'), ('nt', 'ADV', 'RB', 'advmod'), ('enough', 'ADJ', 'JJ', 'acomp'), ('for', 'ADP', 'IN', 'prep'), ('the', 'DET', 'DT', 'det'), ('whole', 'ADJ', 'JJ', 'amod'), ('experience', 'NOUN', 'NN', 'pobj'), ('with', 'ADP', 'IN', 'prep'), ('pickles', 'NOUN', 'NNS', 'pobj'), ('and', 'CCONJ', 'CC', 'cc'), ('a', 'DET', 'DT', 'det'), ('selection', 'NOUN', 'NN', 'conj'), ('of', 'ADP', 'IN', 'prep'), ('meats', 'NOUN', 'NNS', 'pobj'), ('and', 'CCONJ', 'CC', 'cc'), ('seafoods', 'NOUN', 'NNS', 'conj')]"
